Content,Sentiment
"Sesi çok fazla, gerçekten abartılı sesi var bu soğutucunun. Onun dışında
fena değil iş görür ama sesi kesmek için kulaklık takıp öyle çalıştırmak lazım:))",2
Kizimda gordum begendim. Istedim ve aynisi.Garantisi icinde kaydettim. Tesekkurler,1
herkese teşekkür ederim,1
Harika bir ürün ben beğendim yalnız ızgaraların biri küçük tam oturmuyor boşluk kalıyor,1
"Olumlu yönleri: Büyük olması hoşuma gitti 10-12 dk da 5 kişilik aileye yetecek patatesi kızartabiliyorum

Olumsuz yönleri: Resistansı pişirme kabının altına Monte edilmiş bulaşık makinasında yada  bol su ile rahat rahat yıkanamıyor bu yüzden temizliği kolay değil.",2
Çok metalik görüntüsü var tek başına kullanabileceğim bir ruj değil. Başka rujlara hafif dokunuşlarla ışıltı vermek için kullanılabilir.,2
sorunsuz elime ulasti ve urun kalitesi cok guzel,1
Gayet güzel geldi çok beğendim,1
hepsi buradayı yeni kullanıyorum. bu çok küçük ama boyundan büyük işleri.,2
"urun su damlatiyo cok sakin almayin paraniza yazik cizik hemde rengide
cok soluk kutu attigim icin iadede yapamiyorum .",0
"Ürünü çok beğendim 3-4 arkadaş aldık hepimizinki de sorunsuzdu,bu
fiyatla bir de hediye gelmesi güzel jest oldu,çok teşekkürler:))",1
gayet memnunuz tavsiye ederim gidip bin tl vermeyin bu da aynı işi yapıyor.,1
Çeyiz için aldık önce denedik daha sonra. Bir tanede kendime aldım.buhar gücü gayet iyi.düşük  fiyat yüksek kalite,1
Olumsuz yönleri: İstediğim gibi meyveleri parçalamıyor,2
yazılımcıyım. urunde problem yok kaliteli ama bu urunde trackball olmadigi icin bir turlu alisamadim. urunun yuksekligi oldukca az. Eli buyuk olanlar kullanmakta zorlanabilir.,2
"Olumlu yönleri: Fena degil

Olumsuz yönleri: Kullanma kitapçığı yok",1
Media markt harikasınız iki ütü ve süpürge aldım.Bu kadar kısa sürede gelmesini beklemiyordum.Ürünlerim harika çok teşekkür ederim hem kalite hem kargo hem de uygun fiyata aldığım için �� Rahatlıkla alışveriş yapabilirsiniz,1
beyendim güzel ürün tavsiye ederim,1
amazzon tr (satıcı amazzon olacak) alınan telefondan daha değerli..,1
hızlı kargo ve düzgün paketleme için öncelikle tşk ederim.Ürün gayet güzel.Düzgün kullanırsanız su damlatma yapmaz.Kireçlenmeye karşı her ne kadar tedbir alındıysa da tüm ütülerde olduğu gibi içme suyu kullanırsanız sıkıntı olmaz.Neticede daha pahalı bir ütüye hiç gerek yok,1
"Çok kalitesiz. Bir ay normal çalıştı, sonra yandı.",0
"Mehabalar;
Ürün daha bu sabah elime geçti. Hemen yorum yapmak istedim :) Kutuyu açtığımda kulaklığın görüntüsü açıkçası hoşuma gitmedi. Ama ses kalitesi gayet iyi. Tavsiye ederim...",2
Bu fiyata gayet iyi ses kalitesi olan bir kulaklık. Herşeyi on numara yalnız bass kalitesi düsük. Bir de kablosu biraz ince. Bunlara rağmen başarılı bir kulaklık yapmışlar.,2
Her gün kullanıyorum cok memnunum sadece cok çalıştırdıgımda ısınıyor pratik bir ürün,1
"Doğru başlıkları doğru yerde kullanırsanız rahat edersiniz. Ledli başlık hem sert zeminde hem halıda kullanılabiliyor. Halıda 3. seviyede, sert zeminde 5. seviyede gayet başarılı bence. Halı başlığının da mavi klipslerine dikkat edin. yine 3. seviyede klipsler kapalı iken daha iyi tutuş sağlıyor, klipsler açıkken hava girdiği için biraz daha rahat hareket ettirebiliyorsunuz. ben ilk denememde şöyle yaptım. her yeri ledli başlıkla uygun seviyelerle süpürdüm, sonra halı başlığı ile halıların üzerinden bir kez daha geçtim. Sapı başta ağır gibi ama kullanırken ağırlığını hissetmiyorsunuz. saptan kumanda işi çok kolaylaştırıyor. led ışıklar da efsane bence...",1
Ürün geç gelme dışında bir problem yaşanmadı.  kargo kapma kadar taşidi. makinaya denemeye başladık.  şu an için problem gozükmüyor.,2
Ürün sorunsuz bir şekilde bana teslim edildi. Fırının pişirme kalitesi ise çok başarılı etli yemeklerden tutun hamur işlerine kadar her şeyi çok iyi pişiriyor. İçi de oldukça geniş. 2 ayrı tepsi ve bir de ızgara teli çıkıyor içinden. 2 aydır kullanıyorum ve çok memnunum. Sadece kablosu bana biraz kısa geldi ama onun da çözümünü buldum bir şekilde. Teşekkürler.,1
"Avantajlar : -<br />Dezavantajlar : -<br />Yorumlara bakıp sipariş verdim, umarım hayalkırıklığına uğratmaz.",2
neden oluyor biomiyorum ama bu usb bellegi kullandigimda akilli tahtadaki diger usb cikisini kullanamiyorum. diger usblerde her ikisi rahatlikla kullanilirken bunu taktigim zaman sadece biri kullanilabiliyor.bu yuzden once bundan bilgisayara sonra diger usblere tasiyorum paylasmak istedigim dosyalari..,2
"Yaklaşık 4 senedir kullanıyorum. Bosh, arçelik bir kaç modellerini eskitmişimdir.  Bosh ve arcelikden hangi süpürgeyi alsam 3,5 ay sonra süperge başlıkları kırıldı.  Bu süpürgenin bu kadar zamandır hiç bir yerinde ne arıza nede hasar oldu. 2 yılda bir hepa filtresini degiştirdim sadece o kadar. bu supürgeden sonra küçük ev aletleri markaları hakkında fikrimi degiştirdi. Tek kullanacağım markadır philips.
sizlerde hiç tereddütsüz alabilirsiniz..!",1
iyi ürün daha önce kulladığım ve memnun olduğum için tekrar aldım.,1
"Öncelikle ürün çok güzel paketlendiiği için ve hemen gönderim
sağladıkları için mağazaya çok teşekkür ediyorum:) ürün çok güzel ve
kaliteli herkese tavsiye ederim 👍",1
Çok mennunum,1
arzum çok güzel sağlam bir tost makinası yapmış çok memnunum,1
Bence gayet kullanışlı ve 90 tl yi kesinlikle hakediyor.,1
"Ürün fiyatına göre iyi sayılabilecek bir urun, iş gorur. Daha iyi
markalarını da alsanız en fazla 2-3 sene kullanılıyor, bence gerek yok
fazlasina. Ancak ürün kurulumu icin web sitesinde aspiratorlerin
ücretsiz kurulumunun yapılmadığı yazıyor. Servis ücreti ödemek
istemedigimden montajı kendim yaptım. Almayi düşünen arkadaşlar bu
duruma dikkat etsinler.",2
"notebook ve iphone aynı anda bağlıyorum sıkıntı yok, lakin zaman zaman
tekleye tekleye çalışıyor, cihaz adedini teke düşürünce sorunsuz
calısıyor. coklu cihaz desteği tırt yani tek başına kullanacaksanız şahane",2
"Cihazda sorun yok orjinal gayette saglam geldi.
Cihazin kendisi beklentimin baya altinda kaldi almaya deger mi kisiden kisiye degisir.Bir yerde denemeden almayın derim.Buğulanmada yapiyor bilginize.",0
Anneme doğum günü hediyesi olarak aldım çok severek kullanıyor her gün. Aşırı kolay bir ürün iyiki almışız,1
Çok hızlı ayrıca kutuya sarılması çok güzeldi,1
Cekim gücü çok iyi değil bu sebeple iade ettik,2
"Ürün arızalı geldi asus teknik servisi ile çözdüm. Satıcı bu konuda
kesinlikle yardımcı olmuyor bilginize.",0
"Ürünü aldığıma pişman oldum açıkçası en büyük göz tam anlamıyla yanmıyor
diğerlerindede ara ara aynı sorun var orta göz kendi kendine gazı
kesiyor hiç memnun kalmadım tavsiye etmem",0
"Cihaz komple ingilizce olduğu için kullanmak biraz sıkıntılı oluyor.
Ayrıca düğmelere çok nazik davranırsanız basmıyorlar. Ama görüntü çok şık...",2
"Ürünün mekanik tasarımı iyi değil,ürünün fiyatı uygun.
bilgisayardan uzaktayken depoladığınız verileri usb3 ile çok hızlı aktarabiliyor.",2
kaliteli ürün yanlız bacasını kısa göndermişler uğraşıp duruyorum onun yüzüne,2
"sesi alt modellerine göre hissedilir seviyede düşük. süpürgenin
tutamağından kontrolü de ayrıca kullanımı kolaylaştırmış",1
"Üründen memnunum, yazma hızları genel kullanım için yeterli. Ofiste küçük boyutlu dosyalar için kullanıyoruz.",2
yorumlara aldanmayin ses vasat normal bir kulaklik,2
"Evet güzel bir ürün,İdare ediyor.",2
Hızlı Gönderi Üründe Sıkıntı Yok. Teşekkürler.,1
Ayağı kırık ürün Ayağı kırık ürün,0
Tereddüt ederek almıstım. Kargo bugün geldi. Gerçekten çok güçlü bir çekiş sistemi var. Düşünmeden alabilirsiniz,1
"ürün maks 15 m2 odalar için ideal ondan büyükler için kendini ısıtır.
ses yapmıyor olması güzel.",0
Yoğurma aparatlardından birinin rengi siyah diğerinin gri. Sıfır alınan bir üründe bu tarz bir problem yaşanması garip geldi.,2
ÜRÜN HİÇ KALİTELİ DEĞİL VE SORUN OLDUĞU ZAMAN KARŞIN KARGO ALMI YOR HİÇ KİMSEYE TAVSİYE ETMEM,0
"Kargo ulaşımı gayet başarılıydı. Lakin bıçak kısmının olduğu aparat sıkıştı çıkmıyor, servise ulaşamadım. Motoru hemen ısınıyor, buzları beklediğim ölçüde kıramıyor. Model ve kullanış olarak güzel ama beklediğim verimi alamadım ki zaten şu an kullanamıyorum bir hafta içinde kapak sıkıştı. Almadan önce iyi düşünün derim.",0
çok kötü hiç bir işe yaramıyor,0
"Ayarları iyi yapmanız gerekiyor,kalitesi gayet iyi ,kulaklık avantajı var ve gayet güzel ses veriyor görüş acısı iyi tavsiye ederim",2
Ürün kullanışlı sağlam beklentilerimi karşıladı.,1
Olumlu yönleri: Pratik . Cam hazneyle sağlıklı. 2 soğanı 3 4 saniyede kıydı. Başarılı,1
Olumlu yönleri: adı gibi pratic :) herkese tavsiye ederim.,1
"Beğenmedim, kullanışlı değil, doğrarken yarısını es geçiyor hiç beğenmedim",0
7 aydır kullanıyorum hemen kaynatıyor çok memnunum,1
Hepsiburada kalitesi  sorunsuz alışveriş,1
İş icabı sürekli bu kahve makinesinden satın alıyorum. İlk defa amazzon’dan aldım ve express gönderiyle sonraki gün geldi. Kullanılan bandın kalitesi bile üst düzey. Paketleme çok iyi. İnternette en uygunuydu ve express gönderi daha önce ödediklerimin yarısı,1
gayet  güzel bir ürün ayrıca gayette hesaplı bir ürün. tavsiye ederim,1
Ürünü h.sonu sipariş ettim ve salı günü teslim aldım  . Ürün gelir gelmez deneme yaptım çok güzel ürün 4000 kullanıyordum ama 5000 gerçekten güzel ve aparatları daha fazla ve mavi rengi de çok hoş gerçekten  :) Çekim gücü de iyi  tavsiye edilir  :),1
Açıklama detayında görseller ile ilan görselleri farklı.İlan görselinde üst modelin görseli kullanılmış.,0
"Z130 serisi beklenilenin biraz altında ama yinede emsallerine göre iyi
bir ürün.",2
Süper bir ütü,1
Ütüyü gelir gelmez denedim gayet güzel bi ürünSadece kargolama çok kötüydü kutusu ezik büzük,1
Cok arastirdim cok inceledim gercekden yorumlarda yazdigi gibi hem fiyat hem performans  mukemmel..,1
Olumlu yönleri: Bizim için yeterli,1
Kullanımı kolay güzel bir ürün,1
Merhabalar faturama nereden nasıl ulaşacağım?,2
Bende hiçbir fayda sağlamadı vede 4 kullanımda bitti.,0
"Ürünü beğenmedim. Ürünü mangala alternatif olarak alacaksanız. Bence
almayın. Kesinlikle mangalla kıyaslanamaz. Bu sadece eti teflon tavada
kızartmak gibi bişey. Bence eski usul mangala devam edin. Bu paraya değmez",0
Cihaz açıkken Elektrik kesildi elektrik geldiginde ise. Cihaz radyoya dunusyu tv olunmuyor naskl ypabilirim,0
Şimdilik anlatıldığı gibi.hersey yolunda.,1
Nescafe 3 bir aradayi eski daha iyiydi yeni çıkanlar boktan lütfen eski Nescafe ye geri dönün yenisi berbat,0
Arkadaşlar ses aşırı kötü ve kısık geliyor.,0
"Ürünün motor gücü (dolayısıyla emiş gücü) çok zayıf.Sadece toz
zerreciklerini emebiliyor.Memnun kalmadım.",0
toplam 11 adet aldım parasına göre çok iyi bir telefon,1
ertesi gun geldi hızlı kargo güzel ürün,1
Beğendim harika TÜRK kahvesi yapıyor gerçekten tavsiye ederim,1
kutusu ezilmiş.Muhtemlen suya maruz kaldığı için köşeler darmadağın. buna rağmen ürün temiz ve kullanışlı...,0
"5-6 kere kullandım kapak daki dişler bozuldu bıçak dönmüyor garanti
sahip çıkmadı ürünüm çöp oldu",0
Coook Fazla bir Beklentiniz olmasın. Hemen bozulacakmış gibi bi hali var saglamlık hissettirmiyor. Başka marka bakın derim,2
"Avantajlar : sessizliği
									,	
								
									program bolluğu<br />Dezavantajlar : dokunmatik ekran bazen sorun çıkarıyor<br />sessiz ve güzel çalışıyor",1
Ürünü alalı çok oldu. Bir iki kere çorba yapmaya kalktım. Ürünle beraber gelen bir çorba tarifleri kitapçığı var oradaki tariflere uyarak yaptım. Balık çorbası ve mercimek çorbası denedim. Kitapçıkta yazılı tariflerle çorba yapmak pek mümkün değil. Balık çorbası çiğ kaldı mercimek çorbası bir şeye benzemedi. Doğrama veya karıştırma özelliği iyi kullanılabilir. Parçaları kolaylıkla sökülüp makinada yıkanabiliyor. Ama adı çorbacı olan bir ürüne çorba yapamamak üzücü. Kitapçıktaki tariflere uymadan kendi bildiğinizi okursanız daha iyi olur diye düşünüyorum. Evinizde mutfak robotunuz varsa almayın.,0
"Ürün özellikle yorumlarda anlatıldığı gibi çıktı. Ancak çelik çok ince.
Kalite orta seviye denebilir.",0
ürün çok güzel paketlemede öyle tavsiye ederim,1
"bu benim aldığım 4.süpürge. toz torbalı, hazneli, yatık model su filtreli kullandım ama içlerinde en iyisi ve en ucuzu bu süpürge.emiş gücü yatık model 2000watt sulu süpürgeden daha fazla.süpürdükten sonra makineyi temizlemek çok basit. sadece su koyduğunuz kısmı döküyorsunuz o kadar.hazneli süpürgede her seferinde hazneyi ve filtreyi yıkamak gerekiyor. yoksa koku yapıyordu.meğer ben toz torbalı süpürgemle hiç temizlik yapmıyormuşum.bunu kullanınca evimin havası tertemiz oldu. kullanımıda çok pratik daha büyük bir süpürge bekliyordum ama kutuyu bile açmadan çok şaşırdım. belki daha büyük olsaydı devrilme sorunu olurdu.bu süpürgeyi almadan çok araştırdım ve çok tereddüt ettim ama hepsi boşa çıktı.arnicaya teşekkürler. not:ılık hava üfleyen kısma makine çalışırken kızım oyuncak toplarından birini koyuyor ve top, temizlik yaparken zıplayıp duruyor.süpürgeyi çeksem de top birlikte geliyor.böyle bir deney yapmak kızımın çok hoşuna gitti.",1
SSD nin okuma (read) hızı gayet iyi. Fakat yazım (write) hızında dehşet sorun var. Saniyede 6 7 MB yi geçemedim.,0
"Bir ütü masasının yüzeyinin geniş olması çok iyi. Bu masada öyle ve estetik bir görünüme sahip. Ben bu masayı 2014 Ekim ayında annemlere almıştım. Ürün kılıfı 1 yıl olmadan harab olmuş, gittim bir kılıf aldım. Dert değil. 2015 Kasımında masada yine bir sorun var dediler detay vermediler. Gittim baktım kaynak yerinden kırılmış masa. Ben böyle birşey görmedim. Ben çocukken aldıkları 15 yıllık markasız masayı bu yeni ve güzeliyle değiştirdim sözde ama ömrü 1 yılmış. Her yıl bir ütü masası alınmamalı bence. Marka adına karşın aldığınız kalite tam bir haya kırıklığı.",0
Fiyatına göre gayet iyi bir ürün olduğunu biliyorum. Anneme birkaç sene önce bir alt modelini almıştım hala sorunsuz kullanıyor. Sadece biraz ağırmış ama çokta problem değil. Bu üründe gayet düzgün ambalajlanmış ulaştı. Umarız kullanmaya başlayınca da fikir değiştirtmez.,1
"Fotoğraftaki ürünle gönderdiği ürünün alakası yok. Mega boy yerine mini
boy ürün gönderip mega boy parası alıyorlar. Soru cevap kısmında ürün
boyutunu yazmışlar fakat alakası yok minnacık ürün gönderdiler. Gelen
ürün kırmızıda değil gri. Bu mağazadan ürün alırken dikkat edin.",0
"Teslimatı çok hızlıydı! Nar kırmızısı rengini aldım, çok canlı ve parlak rengi, çok beğendik. Çok da hızlı pişiriyor, tavsiye ederim.",1
"Firma arızalı bir ürünü tedarikçisinden değiştirmek yerine sana, bana
satmaya çalışıyor. Bana ulaşan ürün belli ki daha önce açılmış ve iade
edilmişti. İade kabul ediyor ama yanlışlıkla ürünü açmadan kabul filan
ederseniz elinizde arızalı ürün kalır. Dikkat edin...",0
"Özellikle Enter tuşunun çok dar, ALT tuşunun konumu uygun olmadığı için
kullanmak zorluk yaşayacaksınız. Ayrıca, tuşlar birbirlerine çok yakın,
aynı anda 2 tuşa basmaya yol açıyor. kesinlikle tavsiye etmiyorum. diğer
yandan faresi çok kullanışlı.",0
Bu ürün cay içmenızı sağlayacak kadar güzel 👌,1
"Ürün açıklamadaki ile aynı ürün çok hızlı ve güzel alırken biraz tereddüt etsemde şu an hiç pişman değilim. Batarya hariç herşeyini kontrol ettim ve gayet güzel bataryayıda kullanarak göreceğiz ama iki eksik yönü hoşuma gitmedi birincisi paketleme sadece kutuyu yollamışlar kırılma ezilme olma olasılığı yüksek 
İkicisi  ise yollanılan garanti belgesi boş ne tarih var ne ime adresi aradığımda fatura email ile yollandı garanti yerine geçiyormuş faturada gelmedi kutudu 
Ama yine diyorumki ürünün kendisi mükemmel",1
"BİZ RAHAT Bİ KULLANIM OLSUN DİYE ÇAKMAKLI ALALIM DEDİK...2 AYDIR DAHA
ÇAKAMADIK..SERVİSİ ARADIĞIMDA ISLANMIŞTIR ONDAN ÇAKMIYO DEDİ...ALOOO HİÇ
ÇAKMADI HİÇ SIFIR GELEN ÜRÜN FABRİKADAN ISLAKMI GELDİ",0
çayı süper..,1
henüz kullanmadim ceyizim icin aldım  ama güzel görünüyor yorumlarda iyiydi,1
Olumlu yönleri: anneme aldım. daha önce kullandığımız memnun kaldığımız bir ürün hafif pratik kullanımı olan bir süpürge.,1
Ürün görsel olarak çok güzel fakat demlik kapağının kulübü çıkıyor kapağı açmaya çalışırken o yüzden iade ettim,2
"Ürünü bir haftalık inceleme sonucu almaya karar verdim elime ulaşınca
yorum yaparken net bilgileri yazmak için iyice inceledim ürün görsel
olarak çok kaliteli değil kullanılan kırom sac ince duruyor çalışma
sistemi on numara içerisindeki krıom süzgeçte artılarından bu rakamlarda
daha iyisi biraz zor  almak isteyenlere tavsiyem gönül rahatlığıyla alınabilir",2
Sakın aman almayin supurge tozu disari veriyo baslik cok agir servis teknik hata yok bu seri supurgelerin hepsinde var diyo kabul ediyo ama iade degisim veremiyo cunku iade ve degisimde servise sikinti yaratiliyormus ben aldim bin pisman oldum elim nasir tuttu rowenta supurgemi kacin arkaniza bile bakmayin.,0
4 yıldır hala taş gibi telefon. Pili bile hala bir tam günü çıkarıyor,1
Ürün elime hala geçmediği için bilmiyorum,0
"Mağazanın ilgisi gayet güzel. Fakat Hibsanın sitesinde ürün
özelliklerinde 500m3 emiş kapasitesi yazıyordu. Emiş gücü düşük. yeterli değil.",2
yorumlara bakıp aldım fakat gelen ürün ya sıkıntılı ya millet abartmış. çok titreşim sesi var ve aşırı ısıttığı falan yok.4-5 M2 lik yerde bile verim alamadim.,2
Ben 2 senedir kullanıyorum en ufak bir şikayetim yok çelik olduğu için almıştım ve çeliklerin içinde en iyisi diyebilirim 2 senedir kullanıyordum ancak iş yeri için bir adet daha aldım.,1
ÜRÜN SEBZELERİN SUYUNU ÇIKARIYOR.İRİLİ UFAKLI PARÇALAR KALIYOR.HİÇ MEMNUN KALMADIM.ÇOK PİŞMAN OLDUM.,0
"fakat kilifin ekstra alinacagini tahmin etmedim . kilifsiz gelmesi mantiksiz bence  sparisi bugun verdim fakat ekstradan klif sparisi verileeceginden haberim yoktu gormedim de ekstradan veri ce klif pahaliya geliyor bi espiriSi kalmiyor urun gelince urun kalitesine bakar degerlendiririm .. fakat dedigim gibi kiloifsiz gonderilmesi mantiksiz 
 herkeze hayirli gunler arkadaslar ..",2
"Urun elime ulastiktan hemen sonra denedim.malzeme kalitesinin
cok iyi oldugu soylenemez.urun metali siki bir sekilde icinden cikan
fircayi guzel kavrayamiyor.dolayisiyla firca cok fazla aciliyor.kullanim 
sirasinda basta zorluk geciliyo o yuzden.fiyat deger kalitesine uygun bi urun.isinizi gorur kesin...",0
Gerçekten Çok Kaliteli Bir Ürün 2 Adet Aldım Ve Pişmanlık Yaşatmadı Tavsiye Ederim Gerçekten..,1
"Alalı 2-3 tıp oldu neredeyse hiç kullanmıyoruz. Çünkü hiçbir işe
yaramıyor. Montaj için gelip 4 vida sıktılar dünya para aldılar. Bir de
marangoz çağırmamız gerekti. Astarı yüzünden pahalı.",0
evet hemen acip yukledim su anda hicbir sorun yo,1
2 yıl önce aldığım su filtreli Arnica Elektrik süpürgesi ilk günkü gibi çalışıyor. Pişman olmazsınız. Sadece başlığın plastik değil metal aksam olması gerekirmiş. O sorunu da daha önceki süpürge başlığı ile değiştirerek hallettim.,1
Işığının olmaması negatif bi durum. Onun dışında yukardaki ısıtıcı kopuk geldi. Sanırım halledebilirim. Boyutu küçük sayılır. Fiyatı daha uygun olmalı diye düşünüyorum. Pişirmesi güzel.,2
Ürün iyiydi indirim kuponuda vardı gayet makuldu,1
Normal Kulaklık ne artısı ne eksisi var 5-6 aydır kullanıyorum sıkıntı çıkmadı.,2
Markayı baya araştırdık öyle aldık ama kullanımının bu kadar zor olabilecegini düsünmemiştim. Benimle aynı problemi yasayan var mı ben mi bir hata yapıyorum anlamadım . Bir meyve sıka na kadar makinenin tüm parçaları mahvoluyor meyve senden ziyan oluyor,2
Bir tane soğan cektim ikinciyi çekemeden ikiye bölüp koyduğum halde bıçağı yuvasından çıktı ve ipi yerine oturmuyor tefalden bu kadar kalitesiz bir ürün beklemezdim.Resmen elimde kaldı,0
"süper bir ürün kullanımı kolay bu üründen beşinciyi aldım yakınkarım
gören istiyor",1
Çok memnunuz zaten tavsiye üzerine aldık fiyatına göre gayet başarılı,1
urun guzel ama iç unite çok buyuk iceride kocaman gozukuyor ve goz zevkini bozuyor bunu alacaginiza altus marka alin hem daha verimli hem daja şik,2
daha iyileri var,2
güzel bir ürün tavsiye ederim,1
selefi de aynı markaydı 14yıl durmadan kullanıldı..,1
arkadasıma aldım ama hıc bekledıgımız gıbı bır urun cıkmadı uzulerek soyluyorum almayın bence,0
"malasef içinden sesler geliyor ,zaten et tavuk filan düşünmeyin, biraz zorlayın içinden kokular geliyor. Ben memmun kalamadım şuan başka bir dograyıcı almaya çalışıyorum.",0
Ürünün sol taraftaki ileri-geri tuşları (M4&M5) diğer normal mouselardaki gibi sesli çalışıyor. Mouseu'un içini açıp baktığınızda soldaki switchlerin farklı olduğunu görüyorsunuz. 'Sessiz' olarak tanımlanan bir mouseda Asus böyle bir şeyi nasıl atlamış anlamak mümkün değil gerçekten... Gece vakti internette dolanırken ileri geri yapınca yine klik kluk sesler çıkmakta... Toplasan 1 lira etmez o switchler... Yapsanıza şunu komple sessiz...,2
Olumsuz yönleri: 25oo TL para makinaya çok sap kısmı çok ağır süpürmek çok zor çekim gücü çok iyi balık kısmı daha ince olsa bide sap kısmı daha hafif olsa daha iyi olur,2
Seramik taban çabuk ısınıp giysiye yapışıyor iki giysimi yaktı.,0
Ürünü almadım ama alacağım aldıktan sonra olumlu yada olumsuz bir yorum yaparım denemek lazım.,2
Modem belli süre sonra bağlantı yoksa kendini güç tasarrufu moduna alıyor. Güç tasarrufu modunu kapatma şansınız yok. Bu nedenle modemi sürekli açık bırakmayı düşünüyorsanız uygun bir modem olmadığını söyleyemem yanlış olmayacaktır.,0
cok büyük  değil ama idare eder,2
Bende begenerek aldim ama cay yaptigim zaman bi koku oluyo ve onda ne zmm cay demlesem begenilmiyo.acaba demlerken ozellille dikkat etmemiz gereken durum nedir,0
"Kargo geç geldi. Dağıtıcı firmanın bir sorunuydu. Onun dışında bir
problem yoktu. Ürün güzel",1
Olumsuz yönleri: Çeyizime alm??t?m ben bu robotu daha detayl? daha teferrüatl? bir ürün olsun diye. Güzel  bir ürün  fakat kullan??l? de?il aç?kcas?. Çünkü çok yer kapl?yor blender veya çubuk blender daha pratik kullan?m? daha kolay o yüzden bu ürün pek kullan??l? gelmedi,0
"Ben son derece memnunum. Aslına bakarsanız zaman içerisinde yıpranma olacağını düşündüğüm için bu konuda youtube yorumlarına falan göz atmaya karar vermiştim. Oysa ki hem ekonomik hem de klasik bir makine söz konusu olduğunda farklı seçeneklerin ön plana çıktığını söyleyebilirim. Yalnız Alman kalitesi olması nedeniyle bu makinenin son derece başarılı olduğunu da belirtmeden geçemeyeceğim. Ben çok çamaşır yıkarım, aynı zaman da ekonomik olmasını isterim diyenler varsa kesinlikle düşünmeden alsınlar derim.",1
ürün çok iyi 1 sipariş daha verdik anneler gunu için kargo da çok hızlı teşekkürler,1
ürün yok ki ortada beğeneyim,0
"ürün 2014 ve değişimden gelmiş ürün gönderdiler.  Garantisi bitmiş
airties servisi söyledi. Geldiğinde faturası vardı kendileri garanti
verir mi bilmem faturadan dolayı, ancak airties servisi garanti
vermiyor. Yazık keşke yeni bir model alsaydım. ürün çalışıyor bozulursa
mağazaya güvenmekten başka çare yok. 2018 mayıs da aldım ürünü ben
aldığımda 3 yıllık garantisi dolmuştu bile, ki ben sözde sıfır aldım.",0
"Harddisk naylon poşetini içinde açılmamış sıfır anladık, ama böyle
hasssas bir ürünü saçma sapan bir kartona dolayıp yollamanız çok saçma
ve güvensiz, özensiz bir ambalaj ve özensiz bir davranış, köpük,orjinal
ambalaj v.s bi sürü seçenek varken kartona dolayıp bantlayıp katgoya
verilmiş. ürün inşallah çalışıyordur.",0
Kenar çıkıntılarının uzunluğu yetersiz ağır bir tepsi koyduğunda kayarak dibe düşüyor tepsiler.sulu bir yemek varsa bu düşme anında herşey  etrafa sıçrıyor.hiç mi hiç tavsiye etmem,0
Ürün güzel kullanışlı fakat özelliklerinde yazdığı gibi kordonlu kordonsuz kullanım yazıyor bu yanlış çünki şarjı bittimi şarj olmadan kullanılmıyor.Yazdığı gibi şarjı 30 dk gidiyor.Diğer yönden güzel ve kullanışlı bir makine,2
"asus garanti sistemi çok saçma.eğer ürün arızalanırsa(zaten tamiri yok
bi çok modemin)servis ürüne değişim&iade evrağı düzenleyip
yolluyor.yani ürünün kendisini yollaması gerekirken sizi böyle en az bi
ay kadar uğraştırıyor.satın aldığınız firma size ""bu ürünü
yollamıyoruz başka bi ürün yada satın aldığınız zamandaki parasını
yollayabiliriz"" falan diyebiliyor.bu modeme gelince,asusun gayet
iyi bir modemi(arızalanıncaya dek).nasip kısmet yani..",0
"Orjinal paketli gelmedi ve en önelisi kullanma klavuzu
yok.Kurulumyaparken firmada başka kişi uzerine kayıtlı çıktı.",0
Alıcı goz bozuk geldi napmamız gerek,2
Gayet memnunum fiyatıda çok ucuz,1
Kötü,0
hafif ve küçük ses kalitesi iyi fakat ses seviyesi ve bası tatmin etmiyor indirimden aldım bu fiyata değmez şahsen,2
"Bu ikinci siparişim. İlk siparişim de ürünün kapağı bantlanmıştı ve
kargoda sorun çıkmamıştı. Şimdi gelen ürünlerde kapak bantlanmadığı için
akmış umarım bundan sonra daha dikkatli olunur.",2
ürün beklediğim gibi geldi paketlemesi de gayet iyi. Teşekkür ederim evidea...,1
Arzum ar1066 çırpma yaparken dibini iyi almıyo,0
"Kutu içinden kumandası çıkmıyor lens kalitesi iyi değil. tavsiyem bu
ürüne bu kadar para vereceğinize 20 tl ürünlerden alın. Boşuna para ödemeyin.",0
"Bu ürünü almak isteyenlerin en azından hobi olarak elektrikle uğraşması
gerekiyor. Geldiği günden itibaren rezistansları tutan kulak boyları
düzgün kesilmediği için Ataç, maşa, çatal gibi ek aksesuarlarla
kullanmak zorunda kaldık. Bir süre sonrada güç düğmesi yandı onu
değiştirmek durumunda kaldım. Zaten üzerinde 2 tanede menteşe var
başkada bir şey yok. Yerli malı herkes bunu kullanmalı diyorsanız alabilirsiniz.",0
"umduğumuz gibi çıkmadı,
malzemeleri düşük seviyede,
önden tutma yeri elinizde kalacak gibi,inceccik telden yapılma,
uzun süre bekledik, 1 saate yakın bir zamanda pişirdi..
olumsuz :(",0
