Content,company
250 lirayı ancak ben premium bir issye veriririm türknet kardeş daha müşteri hizmetleri servisiniz yok 250 lira istiyonuz amk anlık zam yapmanız da çok boktan söyleyin kardeşim biz şubatta zam yapıcaz haberiniz olsun diye her sabah zam haberine uyanıyoruzaynı hizmeti 184 tlye 2 yıllık taahhütle ttden aldım en azından kafam rahat şu an,türknet
ilişiğimi kestiğim servis sağlayıcı56 senedir turknet kullanıcısıyım her şey ilk başlarda güzel gidiyordu ancak son 12 senede oldukça bozdular gün içerisinde sık sık bağlantı sorunları yaşamaya başlamam 34 aylık periyotlarda bağlantımın günlerce kesilmesi ve bu yaşandığında en az 2 kez arıza kaydı oluşturmak zorunda kalmam derken yavaş yavaş kendisinden soğumaya başlamıştım 2022nin bu dönemlerinde 100110 gibi bir ücret öderken 2023ün şubat ayından itibaren uygulamaya geçecekleri 24990 tutarında tarife ise bıçak sırtındaki ilişkimizi kesip atan son hamle oldu tekel konumdaki bir firmaya karşı rakip firmadır taahhütsüz hizmet de veriyor kafamız rahat eder diye geçtiğimiz hizmet sağlayıcı yıllar içinde eziyete dönüştü resmen yıl içerisinde belli periyotlarla kafasına göre fiyat bindirimi yapan ve yarım yamak faydalanabildiğim firma ile çalışmaktansa 24 ay boyunca taahhüt yapacağım bir firmadan her ay ne kadar ödeyeceğimi bilerek hizmet alırım daha iyi aynen bu kafa ile devam etsinler,turknet
bu aralar özellikle akşam saatlerinde hız konusunda facia olan firma son zam dalgasıyla birlikte poyraznete başvurdum ki türknetin çok çok eski bir kullanıcıydım bu korkunç zam politikası ve bağlantı sorunları yüzünden çok geçmeden kullanıcılarından alacakları darbe ile sandıkları premium iss klasmanında olmadıklarını görecekler bence,türknet
3 aydır ortalama aldığım hız 10 mbps 60 mbps ile başlamıştım… superonline’a kaydımı yaptırdım bu hafta kurulacak,superonline
bilinçli mi yoksa btk emrini uygulamak konusunda bir gecikme mi bilmiyorum fakat twitterda yapılan paylaşımlardan anlaşıldığı kadarıyla twitter yasağını henüz uygulamamış olan servis sağlayıcı,btk
twitter için bant daraltma uygulamayan iletişim özgürlüğünü savunan firma umarım bu kararlarından dönmezler evde sorunsuz olarak twitter kullanabiliyorum mobil veri ile giriş yapamıyorum,twitter
twitter yasaklarınaa karşı direnen iss ayrıca dns ile vpnsiz her siteye bağlanabiliyorsunuz unutmayacağız bugünü turknet helal olsun sana,turknet
yasaklara falan direndiği yok turknetin gelen talimatları aşacak şekilde networku kurgularsanız sıkıntı kalmaz ipv6 buna bir örnekçözüm değil gelen tebliğde ipv6 bilgisi olmayabilir domain bazlı olsa bu işe yaramaz diğer bir çözüm ise trafik değişim noktaları trafiği oraya komple teslim ederseniz bireysel filtreleme yakalanmayabilir çünkü hedef farklı gözüküyor kendinden vpnli bağlantı gibi bişey oluyor yani,turknetin
icloud a veya yazılım güncellemelerine turknet e bağlı olduğum zaman ulaşamıyorum telefonu mobil veriye geçirince her şeye ulaşım var arkadaşın kablonet var ona da bağlandım sorun yok yani 250 lira verip aldığım hizmeti sikiyim,turknet
bugün kullanmaya başladığım isp başvurduğum paket 75 veriyordu sonradan arayıp evim uzak olduğundan maksimum 50 verebileceklerini söylediler eve bağlamaya gelen ekipteki arkadaş da binaya maksimum 44 geldiğini söyledi kablosuz üzerinden de 3840 arası alıyorum nereden nereye düştük d umarım yukarıdaki arkadaşların dediği gibi kesilme problemleri yaşamam,isp
arkadaşınızı turknet’e getirin sizin ve arkadaşınızın 1 aylık internet bedeli 6 ay boyunca faturaya indirim olarak yansısıngenel olarak altyapiya bagli olmakla birlikte 100mb alirsiniz eger lokasyonunuz giga kapsamindaysa 1000mb kadar ulasabilirdavet kodu kullanirsaniz win win situation iki kisiye de ayni sartlar saglayan indirim kampanyansindan yararlaniyoruzdavet kodu  gkl95se57ıya hepsi buyuk harf,turknet
son zamlarından sonra aboneliğimi farklı bir sağlayıcıya taşıdımkendilerinden hizmet aldığım süre boyunca faturamı günü gününe ödedimabonelik bitiminde bana modemi verdikleri adrese üzerine abone numaramı yazarak göndermemi aksi halde 296tl modem ücreti fatura edeceklerini söyledilerben de modemi aldığım gibi kutusuna geri koydum ve belirttikleri adrese belirttikleri şekilde gönderdimşu anda tarafıma 296 tl fatura kesmişlertakip no sorgulamadan kargonun kendilerine ulaştığını ve teslim alındığını görüyorumkendilerine kesinlikle müşteri hizmetlerinden ulaşamıyorum numaramı tanıdıkları için farklı bir menüye yönlendiriyorlar yeni başvuru numarasını arasam bile açmıyorlaronline hizmet menüsünden kullanıcı adı şifremi giriyorum ama kabul etmiyor şifre istediğimde türknet müşterisi değilsin diyorbütün bunlara ek olarak tarafıma ulaşan bir fatura da yok faturaları da online hizmet menüsünden görüyorduktüketici hakem heyetine başvurmayı düşünüyorum ama elimde fatura yok ve firmadan hiç kimseye ulaşamıyorumbaşıma gelenleri yazayım ki abone olmayı düşünen arkadaşlar da okuyup görsün kararını ona göre versinedit twitter destek sayfalarına yazdım dönüş yaptılar inceliyorlarmış bekleyin diye mail atmışlar gelişme oldukça editlerimedit 2  bugün mail geldi 48 saat içinde online işlem merkezinden herhangi bir işlem yapmadığım için şikayet kaydımı düşürmüşleryeniden twitter hesaplarına mesaj attım ben sizin müşterimiz değilim online işlem uygulamanıza erişimim yok bekleyin diye mail attınız ama kaydımı düşürdünüz dedimyeniden şikayet kaydı oluşturmuşlar bu işin sonu tüketici hakem heyeti olacak sanırım şu ana kadar hesabımdan çekilen bir para yok bekliyorum bakalım ne olacakedit 3  bugün aradılar modemi teslim ettiğimi tespit etmişler faturayı iptal ettiklerini söylediler teşekkür edip kapattım,türknet
artık saçma salak fiyatlama yapan şirkettir geçmişte övdük ama sövme zamanı da gelecekmiş demekki şehirde kutunun dibinde yaşayıp fiber kablodan hizmet alan adamla köyden eski kara düzen bakır kabloyla 16mbps hizmet alan ben niye aynı parayı ödüyorum benim suçum ne arayan müşteri hizmetleri diyor ki  taahhütünüz yok beğenmiyorsanız değiştirebilirsiniz şaka gibi daha önce övündüğünüz şey yüksek hızı diğer firmalardan daha ucuza veya aynı fiyata veriyorum idi hani nerede şuan ttnet sizden daha ucuz ve en azından seçenek var 16 mbps ile 100mbps aynı para değil rezillik bu ülkede yaşamak gerçekten çok zor üstelik dedikodulara gçre temmuzda yine zam gelecekmiş mahkemeye bile vercem sizi bu gidişle çatır patır kütür 89 liradan 2 senede 250 oldu fiyat ahlaksızlar,ttnet
korkulan oldu ve sonunda internetim sabah itibariyle kesildi turknet arızanız olana kadar iyi firma arızanız varsa ortada yoklar 12 saattir telekomdan ekip bile yönlendiremediler o kadar etkisiz elemanlar işin tuhaf kısmı 10 aylık ön ödemeli kampanyam tam da bugün bitti çakalların ülkesinde insanın aklına telekomun çözülemeyecek bir arıza yaratması ve isyan edip onlara geçtiğim gün arızanın mucizevi bir şekilde düzelmesi ihtimali bile gelmiyor değil…,turknet
arkadaşınızı turknet’e getirin sizin ve arkadaşınızın 1 aylık internet bedeli 6 ay boyunca faturaya indirim olarak yansısın4 ay olmak uzere gayet memnunum ama benim gibi kayit asamasinda referans kodu bulma sorunu yasadiysaniz asagidaki davet kodunu kullanabilirsinizdavet kodu  gkl95se57ıya hepsi buyuk harf,turknet
ttnetten ayrılıp geçmiştim yaklaşık 2 senedir kullanmaktayım gayet memnunum bu dönem 250tl yaptılar ancak daha uygun alternatifi de kalmadı şuan180tlden 6 ay indirimli kullanmak isteyen olursa mesaj atabilir indirim kodunu veririm,ttnet
kontratta yazılı hızı size asla tedarik etmedikleri gibi olur olmadık saatlerde internetinizi keserleriletişim merkezini aradığınızda muhatap bulamazsınız çünkü telesekreterden öteye geçmeniz teknik olarak imkansızdır eskaza farklı bir departmanı arayıp ilgili birime bağlar mısınız dediğinizdeyse sizi dinlemeden carcarcar konuşansizi bastırıp susturmaya çalışan işçilerle muhatap olursunuz sonrasında sizi arayan destek biriminin ise genel başvuru merkezi olduklarını söylemesi ve farklı firmalara da hizmet veren taşeron olmalarını açık etmesi sıçmanın da ötesinde bir sıvamadırözetle ben bir hata yaptım türknet abonesi oldum siz sakın yapmayın dedirten internet sağlayıcıdırhizmeti ve satış sonrası desteği berbat ötesidirha bu arada başka firmaya bakalım o zaman dediğinizdeyse alacağınız cevap iyi günler beyefendi oluyor özetle senin aboneleri olup olmaman heriflerin umurunda değil müşteriye yaklaşımı böyle olan telesekreter sistemini müşterinin çalışana ulaşamaması üzerine kuran bir firmanın websitesine bile merak edip girmeyiniz,türknet
daha önce abone olup da farklı bir sağlayıcıya geçiş yaptıktan sonra tekrar turknete abone olmak isterseniz olamıyorsunuz çağrı merkezini kurgulayan yazılımcınızın annesinin kulaklarını çınlatıyorum abone olmak için aradığınızda sistemde sizi kayıtlı görüyor ve müşterimişsiniz gibi devam ediyor dolayısıyla müşteri temsilcisine bağlanamıyorsunuz bkz 2023 yazılımcı krizi,turknete
an itibariyle 100mbit vdslfiber yeni fiyatını ttnet alt yapı 29999 tl olarak güncellemiştir,ttnet
son 4 aydır 75mbpsye kadar olan hızımı garip bir şekilde 3540a düşürmeyi uygun görmüş nedenini sorduğumda da altyapinizda değişiklik olmuş o yüzden bele olmuş şeklinde cevaplamış iss çözüm elbette yok abi ttnet eski hızımı verirken sizinkini neden düşürüyor neyse neredeyse 7 yıldır falan müşterileriyim ve bu çözümsüzlüğün sebebi muhtemelen bu kadar uzun süre müşterileri olmam,ttnet
turknet acaba bünyesindeki çalışanlara müşteri tarifelerine yaptığı zam kadar sık zam yapıyor mu firma hakkında asıl merak ettiğim şey bubkz serbest çağrışım,turknet
her şeye zam geldiği gibi turknete de zam gelmemesi kaçınılmazdı ha derseniz bu fiyat çokmu evet bence çok zaten ortalama internet hızı çoğu kullanıcıda 3550 mb arası ben 100 alıyorum şansıma ondan ayrılmıyorum altyapısı sağlam olan kullanıcılar tercih edebilir ama 3550 arası alacaksanız başka isslere yönelin şurayda davet kodumu ekleyim 6 ay boyunca indirim hakkı isteyenler bu kod ile başvurabilir avo75yb24ajv,turknete
müşteri hizmetleri berbat olan internet servis sağlayıcı katiyen telefonla canlı kanlı birine ulaşamıyorsunuz bugün internet bağlantımda sorun yaşadım destek talebi açtım talebe 1 saat sonra ancak muhtemelen otomatik bir cevapla yanıt vermişler gece rahatsız etmemek için aramadık yazmışlar bir de gönderdikleri yanıt da hiçbirşeye derman olmadı telefonla arar mısınız yazdığımda yine aynı şeyi deyip yarın gün içinde iletişime geçeceğiz yazmışlar şaka gibi bir müşteri hizmetleri var diğer internet sağlayıcılarına göre fiyatları daha iyi diye kullanıyordum şimdi her üç ayda bir fiyat da artırıyorlar şu an pek bir anlamı kalmadı kullanmanın ttnetde en azından saat kaç olursa olsun bir insan evladına ulaşabiliyorduk bu kadar zam yapıp bir çağrı merkezi hizmeti almaya para yatırmıyorlarsa baya küçük düşünüyorlar belli ki,ttnet
öncelikle davet kodunuza sokayım bilgi almaya vermeye geliyoruz size beleş internet vermeye değildönemsel olarak bağlantı sorunu yaşatan firmadır yılda bir iki kere birkaç hafta süren sürekli kopma sorunları artık normalleşti hadi fiyatı uygun taahhüt yok diye idare ediyorduk ama boku çıktı kopmaların fiyatı da diğerleri ile hemen hemen aynı bence bulaşmayın 3 kuruş fazla verin ttnet superonline alın,ttnet
süslü laflara aldanıpta adsl veya vdsl için geçmeyin abi gigafiber i bilmem ama kullanan arkadaşımda aynı sıkıntıyı dile getirdi speedtest lerde 5 6 çıkan ping değeri command promptan kontrol edince minimum 19 çıkıyor oyun içinde 60 dan aşağıya düşmüyor ve ilgili oyun için kendi sitelerinde yayınladıkları şeffaflık raporunda 26ms sağladıklarını iddia ediyorlar ancak alakası yok aynı oyun için telekomda 15 20 ms alıyordum turknet e geçtim 60 dan aşağı düşüremedim günün sonunda telekomda yeni üyelik başvurusu yaptım tekrar,turknet
daha önce süperonline kablonet ttnet netspeed tecrübem olmuştudiğerlerinden sonra bir de bunu deneyip şu an için memnun kaldığım issolumlu1000 mb altyapı 800mb alıyorumhenüz kesilme olmadıolumsuz kurulum ücreti 600 tl bu ücret port ücreti yeni hat ücreti gibi ske ske ödemeniz gereken bir ücret diyorlar saçma600 tl ödeyeceğim kurulum ücretindeki kurulumu da kendim yaptım oysa adrese personel gelmeliydi bizimki aradı geliyom dedi ama gelmedi,ttnet
yaklaşık 1 aylık turknet kullanıcısıyım geçmek isteyen varsa aklınıza takılan sorular için yardımcı olabilirim ortalama 90 mbps hız alıyorum oluşturduğum arıza taleplerine anında telefonla arama yapılarak geri dönüş sağlıyorlar önemli not turknete geçmek isteyen arkadaşlarım gigafiber bölgesinde iseniz ilk 6 ay boyunca 300 tl olan abonelik ücretine 200 tl ödemek gigafiber olmayan bölgede iseniz 300 tl olan abonelik ücretine ilk 6 ay boyunca 250 tl ödemek için ıeh47xd14tah davet kodunu kullanarak abone olabilirsiniz davet kodunun tamamını büyük harfle yazmanız lazım yardım için mesaj atabilirsiniz,turknet
arkadaşınızı turknet’e getirinsizin ve arkadaşınızın 1 aylık internet bedeli 6 ay boyunca faturaya indirim olarak yansısın üstelik ne kadar çok arkadaş o kadar çok indirimdavet kodu  gkl95se57ıya,turknet
sanırım saha ekibi home office olarak çalışıyor 24 saat açık olan kliniğe geldik ama yoktunuz diyen bir firmadır kendileri telefonunuz kapalı ulaşamadık diye aynı telefonu arayan çağrı servisine de sahiptirler kısacası turknet pişmanlıktır,turknet
3 yıldır türknet abonesiyim davet kodu olayını yeni görüyorum karşılıklı indirimli abone olmak isterseniz güncel davet kodum ptl51bs42wfs,türknet
hazır 2024e girmişken 1 ay ücretsiz turknet kullanmak için şu kodu kullanabilirsiniz wqı84he51ıwp not bu kod turknete yeni abone olacak kişiler için geçerlidir yani şuan turknetli iseniz işe yaramayacaktır,turknet
arkadaşınızı turknet’e getirinsizin ve arkadaşınızın 1 aylık internet bedeli 6 ay boyunca faturaya indirim olarak yansısın üstelik ne kadar çok arkadaş o kadar çok indirimdavet kodu  gkl95se57ıya hepsi buyuk,turknet
netspeed kullanıyordum yaklalık 4 gün içinde tüm geçişlerim yapıldı şu an için hız ve kopma anlamında hiçbir sorun yaşamadım son 12 aydır netspeedten neler çektim bir bilseniz türknet ile sorunsuz hizmet alıyorum memnunum eğer sizde abone olmak isterseniz referans kodum ile indirimli şekilde abone olabilirsiniz referans kodu hbq89hh28cnh,türknet
eyvallah türknet 399 az olmuş keşke 499 yapsaydınız değerli turknetli xxx numaralı internet hizmetinizin fiyatı şubat 2024 itibarıyla 39990 tl olarak güncellenecektir internetinizi fiyat güncellemelerinden etkilenmeden kullanın diye yeni bir fırsat da sunuyoruz peşin ödemede 12 ay 29990 tl sabit fiyat fırsatı ile aylık ücretinizi 29990 tlden bir yıl boyunca sabitleyebilirsiniz son başvuru tarihi 31 ocak 2024 detaylar için  b016,türknet
70 mbps hız aldığım için kılımı kıpırdatmayacağım zamdırtürk telekom 50 mbps için ilk 3 ay 299 sonrakıi 9 ay 499 istiyor ha 50 mbps görür mü meçhul,telekom
belli ki yine zam yapmış ben kurtuldum darısı başınıza comnete gelin arkadaşlar taahhüt yok şart yok koşul yok hatta şu kod ile üye olursanız 1 ay da bedava kazanırsınız bir yere gitmeye evrak kargolamaya falan da gerek yok anın da hattınızı taşıyabilirsiniz hem de aylık 200 tl link kod isterse büyük harflerle cmt332and tarafımca daha hızlı internet verdikleri de test edilmiştir turknet hattımın desteklediği hızda internet vermiyordu comnetten alabiliyorum yüksek hızı şimdiye kadar da herhangi bir kesinti vs yaşamadım,turknet
2 yıldır gigafiber kullanıyorum ve şu ana kadar tek bir sorun yaşamadım son gelen yüklü zamdan sonra ilk 6 ay indirimli fiyattan turknet gigafibere geçmek isteyenler için davet kodumu paylaşıyorumojo27dq21qufnot bu kodu kullanarak üye olduğunuz takdirde faturanızı 6 ay boyunca indirimli tarifeyle ödeyeceksiniz,turknet
4 yıldır hizmet aldığım ancak zamla beraber 100 mbit altı hızlar için abonesi olmanın mantıksız olduğu iss ben 40 mbit hiz alıyordum ve bu sebeple 400 tlnin çok olduğunu düşünüp yeni iss aradım ayrıca taahhütsüz diye geçtik ama turktelekom gibi isslerin fiyatlarına eriştiler neredeyse keşke 2 yıl taahhütlü paketlerde kalsaydın diye düşündüm kendilerinden hizmet aldığım son süreçlerde sonrasında da netspeede geçtim 160871464,turktelekom
“hemen şimdi arkadaşınızı turknetli yapın sizin ve arkadaşınızın 1 aylık internet bedeli 6 ay boyunca faturaya indirim olarak yansısın onlar turknet müşterisi olduğunda her ikiniz de indirim hakkı kazanın” mottosuna sahip internet sağlayıcısıdavet kodu fob19sm17urm,turknet
arkadaşınızı turknet’e getirinsizin ve arkadaşınızın 1 aylık internet bedeli 6 ay boyunca faturaya indirim olarak yansısın üstelik ne kadar çok arkadaş o kadar çok indirimdavet kodu  gkl95se57ıya hepsi buyuk,turknet
2 gundur internetsizim bu arada dünya mobil internet kullandım çağrı merkezi bölgenizde teknik arıza var modem arayüzüyle oynamayın dışında bir şey demiyor ne zaman düzelir bilmiyoruzöyle kaldıkteşekkürler türknet,türknet
yaklaşık 56 aydır turknet kullanıyorum çok memnunum 95 mbps civarı hız alıyorum arıza taleplerine anında geri dönüş yapılıyor ilk 6 ay boyunca 399 tl yerine 333 tl ödemek istiyorsanız ıeh47xd14tah davet kodunu kullanarak abone olabilirsiniz sizle birlikte bende indirimden yararlanacağım davet kodunun tamamının büyük harfle yazılması lazım kopyala yapıştır yapabilirsiniz davet kodunun başındaki harf ıspartanın ısı  yardım ve sorularınız için mesaj atabilirsiniz,turknet
turknet hakkında bilgi almak için şu başlığa gelseydim ve “bu arada indirim kodu için blabla” yazan övgü dolu bir entry görseydim hem entrye hem de turknete şüpheyle yaklaşırdım,turknet
bugün parayı bastırıp bloomberghtde röportaja çıktılar şöyle altyapı yatırımı yapıyoruz böyle altyapı yatırımı yapıyoruz diye bol bol reklam yaptılar o sırada turknetin altyapısı görselaltyapı ekibinden dönüş bekliyoruz diye bütün gün oyaladılar biz fiber kabloyu böyle çektik diye resmi kayıt olmasın istediler belli ki,turknetin
istanbul şişlinin en merkezi yerinde bile 6 ay boyunca kopma sorunlarına çözüm bulamayıp üstüne para iadesi de yapmayan firmabir buçuk yıldır müşterileriyim ekim 2023 itibariyle sürekli kopmalar ve hız düşüklüğü yaşamaya başladım hem her saat başı en az 45 kez kopma oluyordu hem de 72 mbps olan altyapıdan 23 mbps hız alıyordumdefalarca destek kaydı açtım müşteri hizmetleriyle konuştum online işlemler ile yazıştım her seferinde sorunu çözdük dediler ama en fazla 12 gün etkili oldu sonra aynı sorunlar devam etti en son aralık 2023te “bölgenizde çalışma var 25 ocak 2024te bitecektir” dediler 1 ay da olsa bekledim bu sürede de kullanamadığım internet ücretinin bana gelecek faturalarda indirim olarak yansıtılacağının bilgisini aldım 25 ocak geçti bu sefer 15 şubata attılar yine defalarca kez müşteri hizmetleriyle görüştüm arıza kayıtları açıldı hızım 1 mbpse kadar düştü en son bana “bölgenizdeki telekom kabloları eski bakır teller olduğu için fiber gelecektir proje çizim aşamasındadır” dediler daha çizim aşamasında olan projenin birkaç ay süreceğini söyleyip para iademin yapılmasını istedim cevapları “sorununuz çözüme ulaşmadan iade yapamıyoruz” olduyani hem mağdur edildim hem de aylarca bekletildim bu sırada 6 ay boyunca kullanamadığım internete ilk 4 ay aylık 300tl son 2 ay aylık 400tl olarak toplam 2000tl fatura ödedim bu ödediğim faturalardan ne kadar iade geleceğini söylemedikleri gibi iadeler için de aylarca bekletmeye devam edeceklerini söylediler haliyle bu süreç içerisinde yeni faturaları da ödemeye de devam etmem gerekiyor ödediğim paralar ise enflasyonda eriyip gidiyorbu kopmalar ve düşük hız her ne kadar canımı sıkmaya devam etse de sabırla beklemeye devam ettim ama en son sabrımı taşıran kısım 3 gün önce yaşadığım arıza oldu 12 mart 2024 salı modemimin dsl ışığı söndü ve bununla ilgili arıza kaydı açtırdım kablolarımı ve daire içi tesisatımı kontrol ettiğimde bir sorun bulamadım ertesi güne kadar türknetten hiçbir geri bildirim gelmedi beklemeye devam ettim ve dün 48 saat dolunca yeniden aradım arıza çözüm süreci ortalama 36 saatmiş telefonda bana henüz ekiplerden bilgi beklediklerini daha arızayı tanımlayamadıklarını söylediler ve süre istediler yine tamam dedim ve beklemeye devam ettimbugün 72 saat dolduktan sonra ortalama çözüm süresinin 2 katı yeniden online arıza bildirimine yazdım ve yine klasik basmakalıp otomatik cevabı aldım “ekiplerden bilgi bekliyoruz en kısa sürede bilgilendireceğiz” kısacası 6 ayda hem kullanamadığım internete para ödedim hem de söz verdikleri iadeyi almak için beni adeta haraca bağladılar kendilerine mecbur bıraktılar bu süre zarfında bir kere bile yapıcı bir çözüm üretmedilertürk telekom altyapısı kullandıklarını onların ekipleriyle çalıştıklarını biliyorum ama asla arızamın arkasında durmadılar ve işi takip etmediler şeffaf bir şekilde arızanın sebebini bana bildirmeyip aylarca oyaladılarkesinlikle kimseye önermiyorum istanbulun en merkezi yeri şişlide bile bunlar oluyor daha uzak yerleri bir de siz düşünün,türknet
bir süredir oynadığım fps oyunlarında paket kaybı yaşıyorum ve ara ara da internet bağlantımda kopmalar oluyor paket kaybının doğrudan iss ile alakalı olmayacağını bildiğim için önce modemimi yeniledim düzelme olmayınca bu sefer eve gelen kutudan modemime doğrudan sıfır kablo çektim ancak yine bir düzelme olmadı pcmin tüm driverlerini güncelledim termal macun yeniledim format attım virüs taramasını yaptım vs ancak yine düzelmedi paket kaybı benim sorumluluğumda olan tüm muhtemel sebepleri optimum seviyeye getirdikten sonra turknete arıza kayıtları bırakmaya başladım ancak her arıza kaydım kendiliğinden kapatıldı paket kaybına yapacak bir şeyimiz yok hat değerleriniz normal diyorlar paket kaybımı görebilmek için benim cihazıma oturmanız lazım buraya bir ekip gönderin dediğimde yapacak bir şey yok diyorlar yıllardır para ödediğim kurum abonesini sallamıyor bile çünkü bu memlekette işinizi düzgün yapmak zerre önemli değil,turknete
referans kodum nkx75fr25hbointernette uçmak için tek fırsat benim referans kodumla turknete geç6 aydır turknet kullanıyorum ve hayatımın internet deneyimini yaşıyorum artık sabırsızlıkla downloadların bitmesini beklemiyorum online oyunlarda lag nedir bilmiyorum film izlerken kesintisiz bir akışın keyfini çıkarıyorum sen de bu muhteşem deneyimi yaşamak ister misin o zaman referans kodumu kullanarak turknete geç ve internetin tadını çıkarneden turknetsınırsız internet hiçbir kota endişesi olmadan internetin keyfini çıkaryüksek hız internetin uçsun sen de onunla uçuygun fiyat cebini yakmadan internete bağlanama bunlar yetmez mi diyorsun o zaman sana daha da güzel haberlerim varreferans kodumu kullanarak turknete abone olursanilk ay internetini ücretsiz kullanher ay faturaya yansıyacak bir indirim kazandaha ne duruyorsun hemen referans kodumu kullanarak turknete geç ve internetin en güzel halini yaşareferans kodum nkx75fr25hbo,turknet
haftasonları çalışmayan firma bakkallar açık türknet kapalı,türknet
yaklaşık 56 aydır turknet kullanıyorum çok memnunum 95 mbps civarı hız alıyorum arıza taleplerine anında geri dönüş yapılıyor ilk 6 ay boyunca 399 tl yerine 333 tl ödemek istiyorsanız ıeh47xd14tah davet kodunu kullanarak abone olabilirsiniz sizle birlikte bende indirimden yararlanacağım davet kodunun tamamının büyük harfle yazılması lazım kopyala yapıştır yapabilirsiniz davet kodunun başındaki harf ıspartanın ısı  yardım ve sorularınız için mesaj atabilirsinizdavet kodu  ıeh47xd14tah,turknet
davet kodu ile interneti üç kuruş daha ucuza kullanmak adına övdükleri bok gibi iss daha önce de kendileriyle ilgili memnuniyetsizliğimi dile getirdiğim bir entry girmiştim3 ay bu saçmalığa tahammül ettim daha aboneleri olur olmaz sorun yaşadığım hizmetlerine bırakın çözüm bulmayı sorunun ne olduğunu bile çözemediler bu 3 ayda sorunun ne olabileceğine dair benim harcadığım zaman da cabasıeğer başınız ağrısın istemiyorsanız kendi altyapısını kullanan issleri tercih edin turknet ve benzerlerinden uzak durun,turknet
yaklaşık 56 aydır turknet kullanıyorum çok memnunum 95 mbps civarı hız alıyorum arıza taleplerine anında geri dönüş yapılıyor ilk 6 ay boyunca 399 tl yerine 333 tl ödemek istiyorsanız ıeh47xd14tah davet kodunu kullanarak abone olabilirsiniz sizle birlikte bende indirimden yararlanacağım davet kodunun tamamının büyük harfle yazılması lazım kopyala yapıştır yapabilirsiniz davet kodunun başındaki harf ıspartanın ısı  yardım ve sorularınız için mesaj atabilirsinizdavet kodu  ıeh47xd14tah,turknet
müşteri hizmetlerine asla ulaşılamayan firma müşteri hizmetleri numarası arandığında asla bir muhattap bulamıyorsunuz sadece telesekreterden otomatik yanıtlar alıyorsunuz arıza kaydı bıraktım beş gün önce ama hala dönüş sağlanmadı ve önümüz bayram olduğu için büyük bir ihtimalle salağa yatıp bana 15 günlük bir mağduriyet hediye edecekler türktelekomdan buraya geçtik daha iyidir diye ama burası onlara rahmet verdirecek öyle gözüküyor hiçbir insana ulaşamamak nasıl bir olay anlamadım gitti ülke iyice dingonun ahırına dönmüş,türktelekom
serüvene 2 yıl önce 100 mbit ile başladım sonra 70e düştü hadi tamam dedim fiyat farkını vermeye bile devam ettim uğraşmadım 2 hafta önce fark ettim şu sıralar 10 mbit alıyorum çöp firmaedit şiakyet ettim hemen aradılar benim lan kablosu sıkıntılıymış düzeltince tekrar 70 mbite çıktı alwdawkldakd özür dilerim turknet,turknet
yaklaşık 78 aydır turknet kullanıyorum çok memnunum 95 mbps civarı hız alıyorum olduğum bölgede aldığım maksimum hız bu siz 1000 mbps e kadar bölgenize göre hiz alabilirsiniz arıza taleplerine anında geri dönüş yapılıyorilk 6 ay boyunca 399 tl yerine 333 tl ödemek istiyorsanız ıeh47xd14tah davet kodunu kullanarak abone olabilirsiniz sizle birlikte bende indirimden yararlanacağım davet kodunun tamamının büyük harfle yazılması lazım kopyala yapıştır yapabilirsiniz davet kodunun başındaki harf ıspartanın ısı  yardım ve sorularınız için mesaj atabilirsinizdavet kodu  ıeh47xd14tah,turknet
böyle hizmet düşmanımın başına dedirten oluşum firma demeye dilim varmadı 9 gündür bir internet bağlayamayan sözde 724 faal olduğunu belirttikleri müşteri hizmetlerinde 4 saat bir allahın kulunu bulamayabileceğiniz  2024 yılında hala basit sorunlarınıza bile asla çözüm bulamamayı başarabilecek niteliksizde bir hizmet anlayışı olan şeydir kendileri başvurmadan önce buraya bakayım öyle yolumu çizeyim diyen kardeşim sözüm sana akıl sağlığını seviyorsan birazcık özsaygın varsa turknetin başvuru ekranına bile uğramaturknetin saf bir yeni müşterisi olarak müşteri hizmetlerini aradım harika sistemlerinde siz çağrı atıp talep bırakıyosunuz ve onlar dönüyor çağrı bıraktım 20dk dönülmeyince 2 çağrıyı attım tam o sırada onlar da karşıdan beni aradılar ve meşgul göründümbu sırada işgüzarlık yapıp onaylamadığım değiştirmek istediğim işlemi tekrarladılar bu iyi kalpli melekler bir 15 dk sonra yeniden ulaşabildiğimde başvurunun yanlış olduğunu ilettim başvurunuz yeni yapılmış değiştiremiyoruz olunca haber ederiz dediler ve bir daha asla irtibat kuramadım başvurumun 9 günü gittiğim şehirde 10 gündür mobilden yiyorum bu maddi kısmı bir şirket gerek çalışma düzeni gerek işgüzarlığı gerekse terbiyesizlikleriyle 9 gündür sinir harbi yaşatıyor bu da manevi kısmıburası dönüş yapılmayan onca aramam bu arada 724müş müşteri hizmetleri görselgörselaplikasyonlarından taleplerini mesaj yoluyla da alıyorlar burda da akıl küpü bir çalışan bana mesai saatlerini hatırlatıyorgörselapayrı bir skandal başlığını hakediyor bu berbat oluşum ama diğer skandallarıyla alt alta okuyun da fikriniz oluşsun benim yaptığım hataya düşüp bu firmaya başvurmayın,turknetin
