text,predicted_sentiment,confidence_score
cok sert tabani var spor değilde kundura gibi,0,0.9968664
06062018 de ürünü sipariş ettim Tahmini kargoya veriliş tarihi 08062018 olmasına rağmen bugün 12062018 ve ürün hala gelmedi Birdaha Bestkalite den ürün almak mı aslaaaaa,0,0.99352276
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
türknet hizmet kötü.,0,0.9986058
microsoftun kendi ağzıyla olabildiğince uzun üyelik alın zammı geçireceğiz yakında dediği oyun servisiben de haberi duyduktan sonra ilkvesontek adlı yazarın yöntemiyle 3 yıllık abonelik yapıp kendimi şimdilik güvenceye aldım ancak 3 yıl sonra bu ekonomiyle halimiz ne olur belli olmazz,1,0.99833006
şu apilerini dışarı kapatsın artıkanamız ağladı botlardanher fotoğrafın altında 5 tane bot yorumu sitede bot dışında aktif olan insan yok resmen sitedeki 10 etkileşimin 8ini botlar yaratıyorsokayım sizin açık kaynak meraknızadünyanın açık kaynağa olan hevesi yüzünden twitter instagram gibi mecraları botlar ve sahte etkileşimler tamamen ele geçirmiş durumda,1,0.99834
urun on numara tavsiye ederim,2,0.99687946
Kargo 2 günde ulaşti elimize ve ürün gerçekten cok güzel cekis gücü cok iyi kullanisli kolay temizlenebilcek toz hanesi var tavsiye edebilecegım bir ürün ,2,0.9973363
Kıyma makinası olsaydı süper olurdu acaba ekstra alınabilir mi,0,0.9928067
Ürün elime ulaştığında  bir zarfın içinde korumasız olarak konmuştuŞansıma 1  ay sonra da arıza verdiTeknik servise ocakta vermeme rağmen hala ürünü alamadımToshiba nın İstanbul daki teknik servisi berbat ötesiİstanbul daysanız Toshiba dan uzak durun,0,0.9989298
internetten verilen siparişlerde asla ve asla adres değişikliği kabul etmeyen upsle aralarındaki anlaşma gereği sizi evde bulamadıklarında paketinizi şubeden alma iznini de vermeyen firma sürekli karşı tarafın çözeceğine inanarak birbirlerine yönlendiren teknosa ve ups temsilcileriyle yapılan onlarca telefon konuşmasından sonra çözüm30 ile akşam 630 saatleri arası yerinde olmaktadır arayabilirsiniz tekrar arayabilirsiniz şu an yerinde değil sanırım bir 5 dakika sonra tekrar arayabilirsiniz hat meşgul olmalı otomatik aktarıldınız numaranızı alayım sizi arasın kim arıyor neden aramıştınız şu an yok da öğleden sonra şu saatlerde arayın isterseniz şu an telefon görüşmesi yapmakta birazdan tekrar arayın isterseniz konuşması uzun sürecek sanırım buyrun numaranızı yazayım size ulaşsınya da siz aramaya devam edin ben sıkıldım hiç isim hatırlama huyum yoktur ama hanımefendinin ismi artık ezberimde bir gün bu isimde birisiyle karşılaşmamayı ümit ediyorumo gün işten çıktım ankamallde indim ve bir modem alıp koltuğumun altına sıkıştırıp evin yolunu tuttum,1,0.9983835
Çok güzel ve kullanışlı,2,0.9977156
Bugün sipariş verdik bakalım hakkımızda hayırlısı,1,0.9977285
boş beleş işler sanal geçici gereksiz zaman kaybı,1,0.9984434
almıştım pişmanım paramı gereksiz yere harcamış oldum,0,0.99890625
Merhaba aldıhım ayakkabı 4 gün dayana bildi hic mutlu olmadım 4 günde ayakkabımı yırtılır,0,0.99879813
Fiyat Performans değerlendirmesiyle aldım fiyatı çok iyiydi performansı beklediğimden çok iyi çıktı iyi bir telefonumuz oldu,2,0.99746656
Biraz çekme yapıyor,0,0.9963064
ürünün içinden batarya ve şarz kablosu çıkmadı trendyol ürünleri eksik göndermeye başladı hiç memnun kalmadım ,0,0.99863017
3 yıl önce aldigim roventa supurgem sesizligi dışın da hiçbir özelliği yok iki süpürmede hazne doluyor süpürme aparati bir yılda bozuldu şu anda her hafta filitre temizliyoruz halının  ustunden saç  toplamıyor Bosuna reklam yapıp insanları  kandırmayın,0,0.9988834
Farklı bir satıcıdan oğluma alıp memnun kalmıştım Burda daha da indirimle arkadaşıma hediye aldım ,2,0.99743205
Avantajlar  çabuk deforme oluyorbr 6 aydır kullanıyorum Bir anda mor lekeleri çıktı ekran mor oldu daha sonra simsiyah oldu yetkili servis kırılmadığını görüp belki arka cebinizde basıya maruz kalmıştır dedi Garantisi olmasına rağmen kullanıcı hatası dediler Halbuki üretici hatası EĞER cebimize koyamayacaksak yapmayın telefon Samsungun çıkardığı EN uyduruk telefon,0,0.9986124
kargoyu vereli 4 gun oldu hala isleme alindi diyor kargoya verilmedi  insallah kulaklik guzeldir,0,0.9979373
cok dandik bi urun cocuk gozlugu gibi kadinlarda guzel durabilir ama erkekler kesinlikle uzak dursun derim,0,0.996121
Çok güzel insanın bırakması gelmiyor ailecek elimizden düşürmüyoruz,2,0.9971929
Beyenmedim kısacası sanal gerçeklikle alakası yok  Ama Kargo çok hızlıydı 20 saat  içerisinde geldi kutu özenliydi üründe 3d yazıyor ben dikkat etmedim normal video izlerken videonun keskin yerler kırmızı mavi gözükmüyor yani 3d vido izlemeyecekseniz almayın,0,0.99879587
20 ytl lik konuşmaya 51 ytl fatura göndermeyi başaran şirket 31 ytl nereye gidiyor tamamen meçhul,1,0.99815744
ürünü aldıktan snra sorun çıkarsa nasıl iade edilir yada değişim yapılır,0,0.973264
gerçekten büyük rezillik resmi siteleri bile açılmıyordu son bir şans daha veriyorum bir daha benzer bir sorun yaşarsam aboneliğimi iptal edeceğim,1,0.9982212
Daha öncede uzun süre kullandığım bir ürün,2,0.99718094
bile cevap bulamadım  Internet sitelerindede cevap bulamadım     Almayın,0,0.9941052
an itibariyle aboneliğini iptal ettiğim iss muhtemelen 1 hafta internetsiz kalacağım ama olsun,1,0.9982754
sizin yapacağınız sistemi sikeyim 2020 yılında yaşanan şeylere bak türkiyenin açık ara en rezil firması budur,1,0.99828535
Rengi gayet canlı,2,0.9970048
çok basit sandalye alın ondan iyi,0,0.997136
Gövdesi tutmuyor Süpürge ikiye ayrılıyor,0,0.98841536
tek avantajinin toplu ve yakindan inceleme imkanidir gazete ve internette gördügünüz ürünleri genelde yakin ve merkezi yerlerde bulunan teknosalarda inceleyebiliriz ama alinirken tekrar düsünülmeli zira daha ucuzu piyasada mutlaka mevcuttur,1,0.99823284
Kendi çapında idare eder ama arka plan resimleri iyi değil  görüntü kalitesi yok sayılır,0,0.8712049
oem hazır sistem bilgisayarı 10 gündür toplayıp kargoya çıkarmayı beceremeyen firma aradığımda eksik parça olduğunu başka mağazadan depoya kargolanacağını bu yüzden beklemem gerektiğini söylüyorlar geldikten sonra da montaj yapılacakmış sıraya göre falan fistandedim parçaları o zaman kendim mağazadan alayım bilgisayarı da kendim toplayayım tamam dediler bulunduğum ilde stok kontrolü yaptılar her parçanın mağazada olduğunu ve parça olarak teslim alabileceğimi söylediler bu sefer de kredi kartı sahibinin soy adı ile kendi soy adım aynı olmadığı için parçaları veremeyeceklerini söylediler tamam bu kısmı güvenlik önlemi şu bu hak veriyorum e madem parçalar mağazada var bilgisayarı toplayıp bu mağazadan kargoya verin o zaman diyorum veremeyiz diyorlar tamam hadi depoya parçaları kargoyla gönderin o zaman kaç gün sürecek bir kargo diyorum tarih veremiyoruz diyorlar bu arada internet sitesinde de 7 ile 8 gün arasında teslim edilir yazmışlar çinden malzeme alıyorum bir haftaya işleyip gönderiyor herif bu beceriksizler de bir bilgisayarı toplayıp gönderemiyor 10 gündesonraki alışverişlerimin hiç birisi vatan bilgisayardan olmayacak yıllardır pınar ürünleri bağdat baharat almadığım gibi bunu da boykot edeceğim,1,0.9984073
adil kullanım kotasını 3 ay boyunca 250 gb olarak uygulayacağını bildiren firmaşu şekilde mail yollamış“ücretleri artırmadan akn’leri yükseltmenin yolunu bulduk hiçbir ekstra ücret talep etmeden tüm özgür iletişim kullanıcılarımızın 150 gb’lık akn’lerini 250 gb’a yükseltiyoruz haziran temmuz ve ağustos aylarında deneyeceğimiz bu sistemde bir altyapı ve maliyet sorunu yaşamazsak bunu devam ettirmeyi planlıyoruzözgür iletişim adıyla kullanıcılarımıza en iyi hizmeti vermek için çıktığımız bu yolda daima daha iyiyi aramayı sürdürüyoruz yeni projeler ve haberlerimiz için sosyal medya hesaplarımızdan bizi takip etmeyi unutmayınherkesin 3 ay boyunca eşit olarak kampanyadan faydalanabilmesi için 250 gb akn’li paketiniz 1 haziran’dan sonraki ilk akn dönem başlangıcından itibaren 3 ay boyunca otomatik olarak tanımlanacaktır”,1,0.99830073
telefon hattı kapattırmaya gittiğinizde artık bir sonraki ayın faturasını takip edeceğimi beyan ederim yazdırıp altına imza attıran kuruluş dikkatli ve unutkan olmayan insanlar hariç etrafımda herkese faiziyle bir boru taktı bu çok ahlaklı kuruluş o yüzden parmağınıza kırmızı kurdela bağlayın mutlaka nemelazım faturayı postacı getirmemiş  olabilir,1,0.99831724
boyutuna göre mükemmel bir makina,2,0.9973909
İdare eder ama faturası gelmedi ,1,0.99114335
tam yarın maç olan günün öncesi internet arızası yaşattı arıyorum fiziki müdahale gerekir pazar günü çalışan teknik ekip yok diyor ptesiye kadar ligin şampiyonluk haftasını izlettirmeden gelmeyeceklermiş kati surette uzak durulması gereken bir şirketedit uzak durun düşmeyin bu vasıfsızlara pazar gününü hiç edip ptesi ipleyen yok halakullanma gafletine düşecek biri varsa unutmasın ctesi akşam internet giderse ve pazar günü işiniz varsa ptesiye kadar kesin olarak internet vermeyen şirket görseldestek kaydını kasıtlı kapatıp yenisini de açtırmıyor çakallar,1,0.99832684
bir mobil gsm hattı ve bir mobil data hattım var bir sorun yaşamadım açıkçası bu demek değil ki başkaları sorun yaşamıyor,1,0.9983627
Ürün hemen kargoya verildi ve iki günde ulaştı tşkler,2,0.9975642
Eski ütümüz arıza yapıp yetkili servisin tamir masrafı diye yeni bir ütü parası isteyince aldığımız bir ürün Çok memnunuz Yoğun ütü yapanlara tavsiye çok etkili bir ütü,2,0.9974865
calisanlarini cubicleda calistirdiklarinin supheleniyorum bu kadar evil bir sirket aksini yapamaz,1,0.99827874
bilindik issler arasında fiber 100 mbps download 8 mbps upload taahütsüz kotasız şekilde en uyguna99tl veren firmadırkablosuz olarak 958 hız alıyorumayrıca arkadaşını getir kapmanyasında 1 aylık ücretsiz internet imkanı sağlıyorlaristeyenle 1 aylık ücretsiz internet kodunu paylaşabilirim,1,0.9983367
son güncellemesi ile butonları uygulama içerisinden özelleştirme isteği getirmiş fotoğraf paylaşma ile yola çıkarak trendyola evrilen uygulama,1,0.9983859
135 cm işaretlememize rağmen 125 geldi iade ediyorum,0,0.9984383
gigafibere geçelim rahat edelim dedik istisnasız haftada 2 kere 3 saati bulan kesintiler yaşatıyormalesef bizim ülke şirketleri hizmette devamlılık ve sürdürülebilir kalite konusunda rezalet seviyede,1,0.99836737
Ürünün bacakları duy kısmına uymadı ve bacakları bıçakla kesip öyle takmak zorunda kaldık Duyu da elimizde patladı Fiyatına göre kalitesiz bir ürün,0,0.9983911
Güzel kaliteli,2,0.99693286
müşteri hizmetleri başarılı olan firma bu tabi ki şehre ya da mağazaya göre değişen bir durum olabilir ama işini iyi yapanların hakkını da vermek lazım2 ay evvel lenovonun yeni g serisine ait bir laptop aldık alırken mağazadaki eleman dedi ki abi kutuyu açalım kontrol edelim ben de sürekli kapalı kutu laptop aldığımdan ve lenovodan bir falso beklemediğimden artislik yapıp gereh yok gardaş dedim aldık paketi gittik eveevde açtık kutuyu kurduk laptopu alet fabrikasyon hatalı çıktı ekran tir tir titriyor bozuk televizyon gibi dalgalanıyor hemen kapattık götürdük mağazada özel bir oda var müşteri hizmetleri idi ismi sanırım oradaki uşağa derdimizi anlattık laptobu düşürmediğimizden emin olmak için kirişlerine ve köşelerine baktı hasar var mı diye ardından hemen iade mi istersiniz değişim mi diye sordu hafız alırken bakmadınız mı  diye de sordu  yoh gardaş daha önce başıma gelmediğinden kaptık kutuyu eve gittik  rep,1,0.99838376
4 aydır kullanıyorum şarja taktım saat açılmıyor,0,0.9702079
Ürün fiyatına göre iyi iş çıkarıyor,2,0.9633686
cuma cep telefonundan başvurucumartesi belgeleri kargolama çarşamba evde akşam 19da kurulum ile 3032 mbit internet hizmeti aldığım servis kod mod vermiyorumaldığım hizmet budurbazılarıniz harbiden şanssız,1,0.99819523
Oyuncak gibi çok okadar hafifki süpürge yaparken bir bakıyorsunuz ters dönmüş ve böyle oluncada kapama düğmesine basılıyor Ayrıca tutma saplarıda çok dandik süpürge yaparken ikide bir açılıyor çıkıyor Hiç beğenmedim verdiğiniz paraya yazık,0,0.9990115
superonline mükemmel.,1,0.997843
superonline mükemmel.,1,0.997843
superonline mükemmel.,1,0.997843
superonline mükemmel.,1,0.997843
superonline mükemmel.,1,0.997843
superonline mükemmel.,1,0.997843
superonline mükemmel.,1,0.997843
Daha önce kullandığım aynı marka cihazlardan çok daha mükemmelKısacası tereddüt etmeden alıp kullanabilirsiniz,2,0.99256927
Hortumu kalitesiz,0,0.99854445
Sipariş ettikten 1 gün sonra sağlam bir şekilde ulaştı elime Karamel renkli olanı aldım cam hazneli olduğu için renk çok güzel herkese tavsiye ediyorum,2,0.9975746
yorumlara bakarak aldım ama ben beğenmedim  cezvenin yaptığından daha iyi bekliyordum en azından  Belki kahveyi değiştirip tekrar denemeliyim bilmiyorum olmadi yani,1,0.94632757
Ayakkabının rengi sipariş ettiğimden farklı geldi,0,0.99726355
poşet içine koyup göndermişler sanki pazar malı kalitesi de iyi degil ve çok uzun süre sonra geldi,0,0.9345871
türk telekom tekeli olduğu için bütün internetler öyle olacak a firması b firması değil türk telekom da sorun var acilen kendilerini yenilemeleri lazım altyapılarını kullanan firmalar türk telekoma bu konuda birşey söyleyemiyor mu tamam patron o ama olmaz ki böylede netspeed türknetine kadar herkes sorun içinde türk telekom top benim oynatmıyorum yapıyor resmen,1,0.9982981
cocukluguma geri dondumm tam kafa dagitmalik mutlaka alin aldirin,2,0.99712974
Leş gibi hiç değmez,0,0.9968299
tanımadsl hizmetinde iyice sıvamış firmagüncel örnek adresine kablonet superonline dialup bağlantı vs üzerinden çatır çatır giriş yapılabilirken türlü çeşit dnslerle denenmesine rağmen adsl kullanıcısı olarak girilememesi hatta öyle ki ip adresinden bile bağlanılamamasıadsl müşteri hizmetlerinin söylediğine göre  adresi banlanmış ve adsl hattı kullanıcılarının erişimine kapatılmışdomain almayalım diye mi yapıyorlar nedir anlamadım kieditbirkaç kişi durumdan şikayetçi olunca sorunu çözdüler ama yakındır yine banlar bunlar,1,0.9982722
akn yok dediler kapımıza gelip sözleşmeyi imzalatmak için uzattıklarında açtım okudum bir baktım 100gb akn sonrası hız düşümü yazıyoryazılı olarak sözleşmeniz yoksa inanmayınız akn yok demelerineimzalamadım,1,0.99832314
ürün çok iyi fiyat performans olarak,2,0.9973773
Berbat şapkası bir türlü olmuyor bir kaç gün sonra bantları atıyor rezil bir şey,0,0.99846053
kesinlikle mukemmel daha yuksek modellerinde cekis gucu ve temizlemesi ayni  onemsiz farkli ozellikleri var bu modeli gonul rahatligi ile alabilirsiniz,1,0.99836665
Ürün fotoğraftaki gibi gelmedi boyutları renklerine göre ters gelmiş Geri jelatinini bile sökmeden iade etmek istedim ve ret verilmiş Ret sebebi ürün ikinci el pozisyonuna düşmüş Hiçbir şekilde yardımcı olmadı satıcı ve mağdur oldum ,0,0.99894375
ürün görselde anlatıldığı gibi güzel torunuma almıştım çok beğendi sadece ebat olarak küçük,2,0.99395317
gittikçe bir psikolojik sorun haline gelen bir sosyal medya uygulaması ulan telefonu açınca istemsiz olarak direk instagram’a giriyor insan girdin mi yarım saat dolaşıyorsun bide  o kadar akıllıca ayarlamışlarki ordan oraya gidiyor insan eğer bide bütün gün evde oturup story izliyorsan vah haline  gerçek dünya ile sanal dünyayı karıştıranlar var lan,1,0.99835443
Göründüğünden daha küçükmüş,0,0.9947194
2018 5 ayinda takdirdim yazin 11 ayda actim kislik mada gectim 15 gun kullandim makina patlama sesleri verdi servis gaz valfi atesleme trafosunu degistirdiler 2019 11ayinda tekrar kislik mada gectim 12 Ayda yune patlamali yanma ve yine ayni gaz valfi ve atesleme trafosu degisicek dediler 2 gun sogukda bekledik parca siparisi verdiler 2 gun daha bekleriz biz turk milletiyiz donarak olmeyiz aldiigimami yanayim servisin ilgisizliginemi yanayim insallah sizlere anlata bilmisimdir,0,0.99869055
Urun bugun elimize ulasti saglam gelmisgercekten cok beyendik verdigimiz para helal olsun beklentilerimizin ustunde bir urun tavsiye ederim ,2,0.9974771
amazzoncon hızlı ve güvenli ürün teslimi için çok teşekkür ederim ürün fiyatına göre çok kaliteli herkeze tavsiye ederim,2,0.9971827
2 ay Kullandım  temizleyici ama soyucu değil,0,0.9967841
bugün şöyle bir mesaj göndermiş olan teknoloji perakendecisi şişirilip indirilmiş fiyatlara takılma vatan fiyatlarına bakmayı unutma  da sayılmazlar,1,0.99833375
sağlam geçirmiştir,1,0.998434
Başka bir mağazadan 99 lira kargo bedava aldım Bu fiyata göre şık ve kullanışlı Suyu çabuk kaynatıyor KırmızıSiyah plastik kısımları inox gövde ile estetik bir görüntü oluşturuyor İçindeki çelik süzgeci çayın tozunu bile bile bırakmıyor Ama plastiği öyle çok kaliteli durmuyor Eh bu fiyata bu kalite ben memnunum,2,0.9974955
yoksulluk insanlara neler yaptırıyor.,1,0.9980698
ürünü 1 haftadır kullanmaya çalışıyoruz tekerlerkler en ufak ilerlemede çıkıyor bir taraf alçakta bir taraf yüksekte olduğu için çok büyük sorun yaşıyoruz tarafıma ulaşmanızı rica ediyorum,0,0.970357
Görseldeki ürün ile gelen ürün aynı değil Ayaklar suntaya ceviz rengi kaplama yapılmış her an kalkacakmış gibi Ayaklar direk duyla monte ediliyor çok basit bir aparatla Fiyatı uygun olsada verilen paraya değmez Kesinlikle önermem,0,0.99894136
Ses çıkarıyor ve çok rahatsız ediyor takamiyorum saati,0,0.99512815
urun hiç göründüğü gibi değil kumaş başlık diyor plastik göndermişlerBacaklarda deforme yerler varKablo 2mtdiye yazmislar ama kablo 1 metre cıktıözensiz paketleme ,0,0.99881446
1 Şık 2 Hafif 3 Sağlam 4 Uzun şarj süresi 5 Standart ses yüksekliği 6 Geç gelen kargo Fiyat performans açısından notum tam,2,0.9974722
şarj adaptörüne takıp şarj edebiliyomuyuz yada cep şarjlarına bozulacak diye tedirgnim,0,0.99478734
Olumsuz yönleri Ilk kullanımdan sonraki yıkamada kilit sistemi kirildikullanım hatası değil ilk kez bu tarz bir urun kullanıyor degilimAyrıca bıçak sistemi yere çok yakın olduğu icin parçalayacak ürünleri rahat çevirip bıçak arasına alıp parçalamıyor altta olanları daha çok eziyor ustekiler olduğu gibi kaliuor,0,0.99309397
Kesinlikle almayın Mercimek çorbasını bile parçalamıyor,0,0.99257153
Ürün de sorun yok da Horoz Lojistik bugüne dek gördüğüm en berbat firmaydı Hem Hepsiburada hem de İnceHesap firmalarının Horoz lojistikle çalışmaşaları hayal kırıklığı oldu ABD8217den aldığım ürün bir haftada elimdeydi bu ürün İstanbul8217dan Ankara8217ya 15 güne ancak gelebildi O da ancak herkesi 10 kez aramam sayesinde oldu Bu yüzden Horoz lojistikle çalışan firmalardan alışveriş yaparken bir kez daha düşünün derim Resmen stres yaptılar,0,0.9988096
sitelerindeki arama motoru nasıl bir arama motoruysa fifa 14 yazdığımda gelen sonuçlar arasında ilk 8 şöyle gerisi de beter enseden mikrofonlu kulaklık falan var neremizle konuşacaksakfakır fakır rct 144 turbo şarjlı el süpürgesipolylıngua vocal 205 konuşan elektronik sözlüklowepro adventure 140 fotoğraf makinesi çantasılowepro nova 140 aw dslr fotoğraf makinesi çantası siyahnıkon d3100 kıt 1855 mm vr lens 142 mp 30 lcd slr dıjıtal fotograf makınesınıkon d3100 kit1855 vr 55200 lens 142 mp 30 lcd slr dıjıtal fotograf makınesıpanasonıc dmctz18 141 mp 3 lcd ekran dıjıtal fotoğraf makinesicanon powershot a2200 141 mp 27 lcd ekran dijital fotoğraf makinesicanon powershot a2200 141 mp 27 lcd ekran dijital fotoğraf makinesinıkon bu fiyata son 30 ürün d3100 kıt 1855 mm lens 142 mp 30 lcd ekran slr dıjıtal fotograf makınesıpentax rs1000 14mp 4x opt hdvıdeo 30 lcd liıon 12000 sr beyazrektifiye gerektiren bir motor yani,1,0.997917
Gayet güzel En azından 57 yıl idare eder Benim beklentimi karşıladı,2,0.9945353
hızlı teslimat kurulum kolay kalite orta,2,0.9972255
