sentiment,content,Text_Length,predicted_sentiment,confidence_score
0,Yırtıldı Bir hafta sonra yırtıldıCok şaşırdım ama durum bu,58,0,[9.9890864e-01 6.3184882e-04 4.5952859e-04]
0,Avize olarak aydınlatmıyor güçlü değil iade edicem,50,0,[0.9942121  0.00201964 0.00376819]
0,Saklama kabı yoktu Göründüğü gibi değil daha şeffaf pembesi,59,0,[9.9887246e-01 5.7470670e-04 5.5287132e-04]
0,Ürün özelliklerinde yazan sürekli sıcak tutuyo özelliği yok bırakın sıcak tutmayı çay bile demlemiyor alan metil niyetine kullanır ancak,136,0,[9.9867284e-01 7.6899369e-04 5.5821595e-04]
0,15 gün oldu gelmedi bende iptal ettim  Böyle gelicekse 1 senede teslim olur sabırlı olan alsın bence ,101,0,[9.9747819e-01 8.7032421e-04 1.6514732e-03]
2,bu fiyat aralığında güvenle alınacak bir ürün kalitesi plastiği gayet iyi birkaç su ısıtmadan sonra kokusu da gidiyor,117,2,[1.8003528e-03 6.3042057e-04 9.9756926e-01]
2,Ürün bir buçuk gün gibi kısa bi sürede elimizdeydi ve beklediğimiz gibi güzel bi üründü hızınız için tebrikler ,111,2,[1.6432873e-03 7.0954685e-04 9.9764711e-01]
0,Fakat sonra hiç çekmemeye başladı   Filtre temiz de olsa hatta yenisini de alsan kesinlikle bir işe yaramıyor Hele ki ucundaki süpürme aparatını takınca yerdeki saçı bile çekmiyor  Paranıza yazık almayın ,204,0,[9.9899358e-01 5.6927529e-04 4.3718424e-04]
1,başlık altında referans linki paylaşanların gazına gelinip bulaşılmaması gereken servis sağlayıcı son 10 gündür tüm kullanıcılarda hızı 20 megabit ve altına sabitlemiş durumdalar donanımhaberde ki konusunda iptal ettiren ettirene,229,1,[1.0034542e-03 9.9833387e-01 6.6269684e-04]
0,cok kotu pili calişdirmadan hemen bitiyo,40,0,[9.9850583e-01 8.6804194e-04 6.2606338e-04]
1,ilginç bir sorun yaşadığım uygulama aylar sonra bir story ekleyelim dedik onu da yapamadık amkkonum yazısı ekleyemiyorum konum ekleme butonuna basıyorum konum bulunuyor bulunan konuma da dokunuyorum ancak yazı story üzerinde bir saniye gözüküp sonra kayboluyor normalde o bulunan konumu ufaltırsın büyütürsün veya eğip büker yerini değiştirirsin ya olmuyor yazı ekranda belirip aniden kayboluyor konum butonu dışında bütün diğer saat olsun anket olsun her bir şey çalışıyor anlamadım gittiyardımınızı beklemekteyim sözlükdaşlarımedit eski sürümle sorun çözülmüştür,564,1,[9.7518298e-04 9.9832362e-01 7.0116256e-04]
2,Bizi çoçukluğumuza geri götürdü eşimle zevkle oynuyoruz bir çok oyun çeşidi içinde mevcut,89,2,[2.0479776e-03 5.4966891e-04 9.9740237e-01]
2,süper cıktı,11,2,[2.8545354e-03 4.3395761e-04 9.9671149e-01]
2,mağzasına teşekkür ediyorum,27,2,[2.8624292e-03 4.3065002e-04 9.9670690e-01]
1,hareket eden ve nefes alan herkesin canlı yayın yaptığı ve söz konusu canlı yayınlarda 9 kişiye hitap eden herkesin kendisini ulusa sesleniş yapıyor gibi hissetmesine neden olan popüler kültürün eppeğine saf köy tereyağı süren uygulama,235,1,[9.7583333e-04 9.9834657e-01 6.7762553e-04]
0,Gorundugundenden daha kucuk ve keske turce programında olsaydı,62,0,[0.9938466  0.00252265 0.00363065]
2,Evet oğlumun traşı için aldım ama eşimde yararlanıyor,53,2,[2.0737348e-03 5.4667291e-04 9.9737966e-01]
0,Sipariş ettiğim ürün 200 ml idi fakat elime geçen ürün 180 ml,61,0,[9.9763644e-01 7.8197202e-04 1.5815594e-03]
2,Ürün güzel kullanışlı fiyatına göre performansı gayet iyi tavsiye ederim,72,2,[1.7458266e-03 6.5434823e-04 9.9759978e-01]
1,3 hafta oldu gelip evimize internet bağlayacaklartanım türkiyenin en orspu çocuğu kurumu,88,1,[9.792938e-04 9.983493e-01 6.714253e-04]
1,kullanmayanların neden kullananlara sardığını anlamadığım sosyal paylaşım platformuburada takip edeceklerinizi siz seçiyorsunuz en önemlisi hesap açmak sizin elinizdeayrıca herkesin mutlu olması da normal çünkü kimse salya sümük haldeyken foto çekip paylaşmak istemez bence evet yapmacıklık veya saçma paylaşımlar çıkıyor elbet karşımıza ama instagram kullanmıyorum diye övünmek anlamsız,387,1,[1.0749769e-03 9.9828559e-01 6.3936587e-04]
0,Yani bu fiyata bu performans olur diycem ama aynı fiyata pazardan aldığım çantayı 2 senedir kullanıyorum hiç bir sorunu olmamıştı bu çantanın dikis kalitesi cok kötu ve beklediğimden küçük geldi fotoğrafta sapı daha uzun gözüküyordu ama kısa geldi içine bisey katıp kullanmaya korkuyorum çünkü sapı her an kopacak gibi bana kalırsa almayın tavsiye etmem,353,0,[9.9899262e-01 6.2220759e-04 3.8510995e-04]
0,Ben t 500 istedim ancak gelen saatte Q6 yazıyordu,49,0,[0.99027866 0.00501014 0.00471116]
2,Olumlu yönleri gayet pratik ve çok iyi çekiyor başka ürünlere para bayılmaya gerek yok renkleride çok tatlı,107,2,[2.2860714e-03 4.9633766e-04 9.9721754e-01]
1,aylardır ağır sıçışlarda olan uygulamadırşöyle ki çok uzun süredir yaşanan sorunlar hala giderilmedi 2 gün önceki fotoğraf beğeni bildirimi bugün geldi hikayelerime kimin baktığını 24 saatten sonra görememe saçmalığı geldi kendi storylerime kimin baktığını görmek en doğal hakkım iken neden gizliyosunuz kiios telefonlarda iki hesap açtırmıyor asla kullanıcı adı girerek açamıyorsunuz şifremi unuttum diyip telefon numarası giriyorsunuz ancak öyle açılıyor attığınız yeni fotoğrafa gelen 3040 beğeni bildiriminden sonra daha bildirim gelmiyor an itibariyle de çöktü zaten bu yukarıda yazdığım tüm problemler kullanıcılar tarafından hem ingilizce hem türkçe olarak appstore’de yazılmış bilmelerine rağmen geliştirmiyorlarbüyük amatörlükedit  imla,745,1,[8.6107547e-04 9.9837983e-01 7.5909204e-04]
1,en leş eminönü dolandırıcısı turknet yanında bebek gibi kalıyorhattımı iptal ettikten aylar sonra hala kredi kartımdan para çekiyorlar call center olmadığı için hiçbir şekilde ulaşamıyorsunuz online işlemlere girmek için de üye olmak gerekiyor üyeliğimi iptal ettirdiğim için online üyeliğe de girilmiyor daha fazla para çekmesinler diye kredi kartımı iptal ettirmek zorunda kaldımiptal sebebimi de açıklayayım interneti satarlarken yazlığa internet aldığımı yaz bitince interneti 10 ay dondurmak istediğimi söyledim tabii 10 ay dondurabilirsinizne zaman isterseniz bizi arayıp açtırabilirsiniz dediler yaz bittiğinde dondurmak için aradığımda yok 10 ay donduramazsınız 12 ay dondurabilirsiniz bütün sene ödemeniz gerekiyor dediler tahmin edebileceğiniz gibi iptal edene kadar aylar geçtisatın alırken de 23 güne interneti açacaklarını söylemişlerdi 18 gün sonra interneti açtılar call centerları yok hizmet çok kötü baş ağrısı ve mutsuzluk üreticisi bir firma,960,1,[7.5689406e-04 9.9838448e-01 8.5853384e-04]
1,tam bir işbilmez firmadır bugün itibariyle internet taahhüdüm doldu 16 mbps hız 50 gb akk olan paketime ev telefonuyla beraber 54 lira ödüyordum 3 gün önce musteri hizmetleriyle konustum yeni fiyat ne olacak dedim bana size özel ayni sartlarla ve 1 ocaktan itibaren akksız olmak uzere sadece 4 lira zamla 58 liradan devam edebilirsiniz dedi icimden ulan hani millet agliyordu fiyatlar artmis diye kazikci ttkom diye dedim bugun taahhudum bitti ve musteri hizmetlerinden aldigim cevap 71 liraya yenileriz oldu e dedim 3 gün once 58 lira dediniz eee o gün icin oyleydi kabul etseydiniz sadece o gune ozel fiyatti kardesim bana musteri temsilcisi demedi ki bunu kabuledersen 58 lira etmezsen yarin 71 lira olacak diyeyapacak bi sey yok dediler ben de var dedim ve hemen telekom bürosuna gidip hem internetimi hem de ev telefonumu iptal ettirdim 1 hafta sonra annem ve kardesimin evindeki internet de bitiyor onlari da iptal ettiricem 3 musteri kaybettiler simdidenherkese de anlaticam baska sirketler daha yuksek hizda ve daha ucuza hizmet verirken boyle laubali bir fiyat politikasiyla calisan sirketle işim olmazedit  imla,1121,1,[8.1916607e-04 9.9835604e-01 8.2472211e-04]
2,kurulumu çok kolay,18,2,[2.5795244e-03 4.5478280e-04 9.9696571e-01]
1,özellikle bu kadar destek problemi belirtilirken hala iş için tercih edilmesine anlam veremediğim iss,101,1,[9.823103e-04 9.983487e-01 6.689411e-04]
0,Şekil veremiyorsunuz ama mat görüntüsü var kesinlikle gün icinde hafif bir rüzgarda saçlarınız dağılacaktır,107,0,[9.9862528e-01 8.9758402e-04 4.7708213e-04]
0,2 giyimlik bir ayakkabı tavsiye etmiyorum,41,0,[9.989785e-01 5.519537e-04 4.695754e-04]
0,2 yıldır bu marka kullanıyorum kuru pasta yapacaksanız idare eder ancak kek tarzı birşey yapacaksanız hiç tavsiye etmem ısıyı dengesiz veriyor ve pasta kabarmadan oturuyor fanı çalıştırıncada hiç bir işe yaramıyor,213,0,[9.9880135e-01 7.2718720e-04 4.7144433e-04]
2,Çok rahattt,11,2,[1.7581285e-03 6.4458046e-04 9.9759728e-01]
0,Bluetooth çalışmayan ürünü geri teslim ettim kabul etmemişler aklı olan kişi burdan bişi almasın,96,0,[0.99723226 0.00137956 0.00138811]
0,Ürün harika Bluetoothla bağlanmak için programa gerek yok direk bağlanıyor ışık düzeyi fena değil kumanda çalışıyor FAKAT 2 adet sipariş verdiğim ve ödeme yaptığım halde hiçbir açıklama ve bilgi verilmeden bana 1 ADET GÖNDERİLDİ BUDA FİRMANIN NE KADAR İLGİLİ VE PROFESYONEL OLDUĞUNU GÖSTERİYOR,293,0,[9.9805188e-01 7.1612821e-04 1.2319606e-03]
2,Its good for its price,22,2,[2.3893511e-03 4.8543772e-04 9.9712521e-01]
0,müzik dinlemek için güzel ancak telefonla konuşurken karşı tarafa ses yankı yapıyormuş,86,1,[0.08956792 0.84115386 0.06927819]
2,Ürün çok hızlı geldi üründe zaten güzel teşekkürler satıcı ve N11com ,69,2,[2.2318061e-03 5.0431426e-04 9.9726391e-01]
2,Fiyatı cok uygun ve kaliteli Sızdırma yapmıyor keşke içinde süzgeçde olsaymış,77,2,[2.4531109e-03 4.6982328e-04 9.9707711e-01]
1,insanları kandırmak üzerine şirket politikaları üreten teknoloji aygıtlarının satıldığı yerinternet sitelerinde yazan şeylere aldırış etmeyiniz zira orada yazanların mağazadakilerle uzaktan yakından alakası yok bir kere olunca olabilir pek tabii ki diyebilirsiniz ama bunlar iki üç kere olunca anlıyorsunuz ki vatan denilen yer insanların internet siteleri üzerinden kandırılıp mağazalara çekildiği yerefendim bornova şubesini bilen bilir burası merkeze uzaktır metroda sanayi durağında inip yaklaşık 10 dakika yürümeniz gerekir yani öyle merkezde gezerken hadi şuraya da uğrayayım tarzı bir yerde değil adamlar sırf buradan alışveriş etmek için yol giderler hal böyleyken bunların internet sitelerinde yazanların hiçbiri neden mağazalarında yoktur hazır insanlar mağazamıza kadar gelmişken bir şeyler alsınlar düşüncesindeler de ondan koca teknoloji şirketinin yaptığı ufak tefek hesapları görünce insanın inanası gelmiyor gerçekten de yaşadığım birkaç based on a true story ile durumu inanılır kılalımşu an kullanmakta olduğum telefonu alırken internet sitelerinde yazana bakıp dosdoğru bunların yolunu tuttum annemi de yoruyoruz oralara dedim şu şu telefonu alacaktım internet sitenizde stokta var gözüküyor diye eleman yok dedi o telefon iyi de internet sitenizde izmirbornova şubenizde var gözüküyor yok diyor internet alışverişi için yazıyordur o sen okuduğunu anlamamışsın demeye getiriyor epey sinirlenip çıktım ama bir yandan da heralde yanlışlık olmuştur diyorum ondan sonra bir süre sonra arkadaş da benzer şikayetten aradı beni hafta sonu nişanlımla gittik vatana internet sitelerinde yazanların hiçbiri yok diye gitmişler şu var mı yok o var mı yok yok oğlu yok bana mail attırdı mailden sonra otomatik cevap olduğu belli geri dönüş  şikayetiniz dikkate alınmıştır falan filanakıllanmamışım ki geçenlerde samsung yazıcı alırken gene buradan alacaktım fiyat olarak en uygun buraydı çünkü fakat bu sefer biraz temkinliyim de gitmeden önce arayacağım malum stokta olmayabilir evden çıkmadan önce kartın müşteri kullanılabilir limiti fazla olmadığından kartın borcunu biraz kapattım ki yazıcıyı alırken sıkıntı çıkmasın diye neyse aradım yaklaşık 10 dakika hatta bekletildikten sonra ulaşabildim temsilciye bir tane müşteri hizmetleri elemanı olmalı ki tüm telefonlara o bakıyor sanırım kapatacaktım sinirden iyiki de kapatmamışım adama sordum şu markanın şu model yazıcısı var mı diye evet var dedi ohh ulan bu kez gerçekten de doğruymuş bak diye sevindirik oldum birden kapatmadan bir an aklıma geldi ve internette yazan fiyatını teyit ettirmek için x tl dimi deyince sevinci kursağımda kaldı adam yok dedi dediğiniz fiyatın 30 tl fazlası iyi de internette maximum karta 5 taksitte şu kadar yazıyor yok diyor o internet alışverişleri için geçerli oraya da yazmamışlar ama modelin yanına hangi karta kaça bölününce kaç para tutacağı ve stokta bulunan mağazaları yazmış o kadar internet alışverişi ibaresi diye bir uyarı yok internet alışverişiyle normal alışveriş arasındaki 30 tllik farkı da anlayamadım zaten işçilik parası mıdır nedir ki bu fahiş farkvatandan alacağım diye o gün kredi kartıma yatırdığım para da güme gitti zira birkaç saat sonra yatırsaydım şayet kesim tarihinden sonrasına denk geleceğinden ay sonu borcundan da asgari ödeme tutarından da düşecekken şimdi o ödenen paranın bu ayki ekstreye hiçbir faydası olmadı vatanın şark kurnazlığı yüzünden az kalsın tongaya düşücektik gene anlayacağınız ki anlattığım gibi kredi kartı dönem sonu ödemesinde mağdur ettiler benialenen insanları kandıran bir şekilde mağazaya çekip bir şeyler aldırtmaya çalışan küçük ucuz hesaplar peşinde koşan yerdir kendileri bi daha kendilerine yolum düşmeyeceği için buradan zamanında aldığım harici hard diskten sonra bana verdikleri vatan kartı da yırttım attım demem o ki sakın ola ki internette yazanlara kanıp alışverişe gitmeyin arayıp  ki en aşağı 78 dakika bekletiliyorsunuz internette yazanları teyit ettirin,3924,1,[8.8580837e-04 9.9838614e-01 7.2803657e-04]
1,bak şimdi izini sürdüğüm kızın profilinde bir erkekle birlikte fotoğrafı var friend etiketi de koymamış ne bu şimdi sinirlendim,127,1,[8.754837e-04 9.983808e-01 7.437297e-04]
2,bu makineden ikinci alışım gayet iyi bir makina sakal için öneririm magazadan da 4 makina alışım  olumsuz birşeyle karşılaşmadım,128,2,[2.3061428e-03 4.9715815e-04 9.9719667e-01]
1,neyi takip edip ne kadar zaman geçireceğiniz tamamen sizin elinizde olan platform çok kolay ilgilenmiyorsan takip etmiyorsun zaman harcıyorsan açmıyorsun ben etkilenirim kendimi kontrol edemiyorum diyorsan çözmen gereken farklı sorunların var demektir söyleyeceklerim bu kadar,276,1,[9.4583491e-04 9.9836844e-01 6.8581034e-04]
1,dünyanın en hızlı interneti singapurda bulunuyor ortalama 190 mbpsbu adamlar ise 1000 mbps interneti diğer firmalardan daha uyguna ve taahhütsüz sağlıyorlar bizim millette 2 yıl sözleşme yaptığı 36 mbps internetle bunu karşılaştırıyorolumsuz yorum yapanlar var evet ama onların bulunduğu bölgeden kaynaklı durumlar onların şanssızlığı diyelim ben kullanıyorum çok memnunum tek sıkıntısı her yerde 1000 megabit bulunmuyor yavaş yavaş bölge bölge altyapı yapıyorlar umarım en çabuk zamanda tüm türkiyeye yayılır,509,1,[8.8402396e-04 9.9838579e-01 7.3018420e-04]
1,Ürünü kullanırken güç düğmesine basılı tutmanız gerekiyor Sürekli oraya basarak kullanmak da insanı uğraştırıyor,112,1,[5.4561463e-04 9.9795628e-01 1.4981026e-03]
1,müşteri ile ilişkideki başarısızlıklarını yeni yeni farketmiş olsa gerek ki herhangi bir teknosa mağazasının paralel bir evrendeki eşleniğinin sergilendiği reklamlarla henüz zedeleri olmamış potansiyel müşterilerinin ilgisini çekmeye çalışan kuruluş,249,1,[1.0385661e-03 9.9831128e-01 6.5014244e-04]
0,ayakkabı hiç rahat değil 1 2 haftada hemen kenarları yırtılmaya başladı esneme yaptı param çöp oldu,99,0,[9.9876308e-01 8.3835248e-04 3.9859375e-04]
1,Ürün şık duruyor ama tabi normal bir buzdolabı gibi büyük değil Tek kişi veya iki kişinin ihtiyacını karşılar nitelikte denebilir Sadece arada çalışırken çıkardığı seslere takılmam diyorsanız ideal bir ürün denebilir Öyle çok yüksek düzeyde de bir çalışma sesi yok,264,1,[0.00118106 0.9972013  0.00161762]
2,Güzel oğlum ve eşim severek oynuyor,35,2,[2.7538992e-03 4.4889917e-04 9.9679726e-01]
2,gayet güzel bir traş makinası aldım memnun kaldım,49,2,[2.2417258e-03 5.1354786e-04 9.9724472e-01]
2,Isyerine aldik cok memnunum,27,2,[2.2818951e-03 5.1047769e-04 9.9720758e-01]
2,Fiyat performans ürünü ikinciyi aldık,37,2,[0.00254829 0.00115885 0.99629277]
2,ürün anlatıldığı gibi çok kullanışlı beklentinin üzerinde,57,2,[0.00132945 0.00152178 0.9971488 ]
0,aşırı dandik,12,0,[9.9765426e-01 1.3532796e-03 9.9244621e-04]
2,Çok başarılı ve güçlü bulduğum bir blender 1000W çok güçlü parçalıyor herşeyi çorbada çok kullanıyorum özellikle,112,2,[1.6904644e-03 6.5858266e-04 9.9765092e-01]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,"İnternet hızı mükemmel, hiç kesinti yaşamıyorum.",48,1,[6.2382885e-04 9.9830002e-01 1.0762104e-03]
1,sil süpür kampanyasında üç haftadır 250 dk hediye veren operatör konuşacak kimsemiz mi var aq internet versene bana,115,1,[7.4341008e-04 9.9816728e-01 1.0892793e-03]
0,Sandalye biraz küçük tekerlekler takılı durmuyor,48,0,[9.9812871e-01 8.2784233e-04 1.0434543e-03]
0,Ekranı cok küçük kullanışsız hoşuma gitmedi,43,0,[9.9765563e-01 8.8997022e-04 1.4544361e-03]
0,Ömrümde gördüğüm en berbat makine,33,2,[0.1076453  0.00451606 0.8878386 ]
1,daha geçeli 1 ay bile olmadı çok acayip bir ilişki içerisindeyizsıfır sıkıntı ile geçiş yaptım ve 16mbit hız ile kullanıyordumbu arada turknetin ne kadar güzel olduğundan bahsettim herkese2 hafta sonra internet gitti 1 günlük kesintiden sonra geri geldigeldi de hızım 16dan 10a düştüha düzeldi ha düzelecek derken bir değişiklik yokdestek kaydı açtım böle böle diye anlattımbana sürekli cümleleri değiştirerek santrale uzaklığınızdan dolayı alabildiğiniz en yüksek hızı almaktasınız diyorlarya bakıyorum ev yerinde santral yerinde 1 gün önce aldığım hızı alamıyorum kaldı ki 4 yıl boyunca ttnetten 24 mbit kullandım demek ki olay santral falan değilbuna çözüm bulmazlar ise aboneliğimi iptal ettireceğimulan o kadar övdüm herkese sizi demek peşin konuşmamak gerekiyor,767,1,[8.4215432e-04 9.9838734e-01 7.7047077e-04]
2,Tam 400 oyun var içinde elimden düşmüyor çok iyi ,49,2,[2.1467749e-03 5.2741676e-04 9.9732578e-01]
2,ben de üründen memnun kalanlar arasındayım,42,2,[1.8795448e-03 6.7633193e-04 9.9744415e-01]
2,piyasadaki fiyatların altında aldımihtiyacimi karşıladı deri ofis sandalyesi,76,2,[2.0903826e-03 5.4251478e-04 9.9736708e-01]
2,Fiyatına göre çok çok iyi bence Oğlum 46 kilo gayet rahat oturabiliyor Teşekkürler emeği geçenlere,98,2,[2.3584124e-03 4.9191958e-04 9.9714965e-01]
0,Genel olarak beğendim sadece kollarında çizilmeler kalın izli ve biraz çoktu o beni rahatsız etti Onun dışında güzel paketlenmiş ve kolay kurulumlu bir ürün,156,0,[0.9033836  0.02036919 0.0762471 ]
2,görevini aksattığına denk gelmedim,34,2,[1.6005947e-03 9.3741529e-04 9.9746192e-01]
1,dünden beri 03 mbps internetin ötesini veremeyen vasat kurum paket hızımı söylüyorum 50mbps sorun neyse bir an önce çözersiniz umarım zira şikayetiniz işleme alınmıştır diye boş boş mesaj atınca bir bok yapmadığınızı da biliyoruz…edit final haftasınsa oldum için ödevlerimi yetiştirmeye çalışıyorum allah belanızı versin,320,1,[9.7496063e-04 9.9834347e-01 6.8153109e-04]
2,ürünü fp olarak degerlendirdigimde 5 yıldız verdim klavuzunu iyi inceleyin babamın traşı 2025 dkda bitti pahalı ürün alacaktım ama bende yorumlara itibar ederek aldım 12 aya parasını çıkartır ,192,2,[2.307688e-03 5.062785e-04 9.971860e-01]
1,istanbulun gobeginde 20 subat evet yanlis duymadiniz 20 subattan beri internet hizmeti veremeyen firma lokasyon beylikduzu bildigin basit bir kablo arizasini 20 subattan beri yapamadilar ortamlarda dev firma dersin kim inanacak,227,1,[1.0732968e-03 9.9828643e-01 6.4027199e-04]
0,keşke kargoya verirken çalışıyormu çalışmıyor mu diye kontrol edilseydi ,72,0,[0.8310173  0.12843832 0.04054429]
2,gayet guzel tavsiye ederim,26,2,[2.5266833e-03 4.5806137e-04 9.9701524e-01]
1,son güncelleme ile facebook whatsapp tan sonra instagram uygulamasına da mührü vurmuş gereksiz bir açılış sahnesi ama whatsapp ekranı kadar da itici değil renkten sanırım,170,1,[9.8720973e-04 9.9834061e-01 6.7212095e-04]
0,inanilmaz plastik kokuyorgunlerdir balkonda daha kokusu cikmadikullanamiyorumcok fenadezenfektanlar oda spreyleri kokusunu gidermedicope attimmigreni olanlar uzak dursun,169,0,[9.988299e-01 6.032712e-04 5.667897e-04]
0,gorundugu gibi gelmedi ayakta bicimi hos durmuyor,49,0,[9.985404e-01 5.732639e-04 8.863433e-04]
1,hayatımda görüp görebileceğim en rezil telekomünikasyon şirketi iki haftadır süründürdüler beni evet resmen süründüm böyle rezil nir şirket olamaz olmamalı iki aydır internetim yok bir kbayt internet kullanmış değilim fatura ödüyorum bana internet hizmeti sağlayın diyorum yok o da yok yaşadığım mağduriyetin haddi hesabı yok evden iş yapıyoruz internet yok her şeyi internet ile halletmeye çalışıyoruz iptal etmek istiyorum 798 lira cayma bedeli var sinir küpüne dönmüş durumdayım ne internet kullanabiliyorum ne de iptal edebiliyorum lütfen yardımcı olabilecek biri varsa beni yönlendirsin her gün müşteri hizmetlerini aradım defalarca arıza şikayet kaydı oluşturdum bimer cimere yazdım çözüm yok sevgili ekşi alemi sizlerden varsa beni yönlendirebilecek olan lütfen yönlendirsin,781,1,[8.206235e-04 9.983802e-01 7.992348e-04]
0,Çabuk bozuluyor,15,0,[9.9897254e-01 5.4902741e-04 4.7848030e-04]
0,Berbat hiç beğenmedim,21,0,[9.9889523e-01 5.3935678e-04 5.6554034e-04]
0,fiyatına göre çok kalitesiz geldi iade ediyorum ayakkabının biri sanki defalarca denenmis gibi yayvanlasmis birinin dili uzun diğerinin kisa birinin bağcığı kısa bağcığın geçtiği üst deliklerde ayakkabi yapısını koruyacak aparat yok bu da ayakkabiya zarar veriyor fotoğrafta göründüğü gibi şık değil saçma sapan bir ayakkabi daha önce bu markadan 2 adet ayakkabi aldim bir sorun yasamadim ama bu tam bir fiyasko pazardan,420,0,[9.9900454e-01 5.9754512e-04 3.9784404e-04]
2,1 haftadır kullanıyorum temiz ve sessiz yıkıyor kullanımı çok kolay bir ürün ürün horoz lojistik ile geliyor ve servise kurulumunu yaptırıyorsunuz herkese tavsiye ederim,169,2,[1.473294e-03 8.461936e-04 9.976804e-01]
1,ekşicilerin neden bu kadar taktığını anlamadığım uygulamadır herkesin ağzında insanların sahteliği ve kendini pazarlaması var başka da bir şey yok takip etme o zaman hiç katlanamıyorsan da sil uygulamayı bu kadar basit ben fotoğrafçı ve görüntü yönetmeniyim burayı portfolyo amacıyla kullanıyorum ürettiğim işleri ve yaratıcılığımı ortaya koyduğum şeyleri paylaşıyorum doğru düzgün takipçim de yok öyle kendi halimde takılıyorum takip ettiğim kişiler de görmeye tahammül edebildiğim işlerini sevdiğim istediğim arkadaşlarım iyi fotoğraflar çeken fotoğrafçılar ve görüntü yönetmenleri sevdiğim türde müzik yapan insanlar ve birkaç tane de güzel kadınsahteliğinden rahatsız olduğum kişileri takipten çıkıyorum arkadaşım olsa bile takip ettiğim güzel kadınların da bir yerden sonra boş hayatına bakmaktan bıktığım için takipten çıkıyorum güzellik de bir yere kadar işlerini artık beğenmediğim ya da görmekten sıkıldığım kim olursa takipten çıkıyorum olabildiğince verimli ve kısa vakit geçirecek şekilde düzenliyorum hesabımı keşfet kısmında da gerçekten ilgi alanıma giren şeyler çıkıyor karşıma oradan da birçok iyi fotoğrafçı ve müzisyen bulabiliyorum bu uygulama bana fotoğraf ve görüntü vizyonu açısından çok şey kattı etkili şekilde kullanırsanız gayet iyi bir sosyal medya uygulamasıyken saçma sapan kişileri takip edip davranışları yüzünden uygulamaya bok atmak çok aptalca insanlara veya uygulamalara bu kadar takılmanıza gerek yok görmezden gelin ve hayatınıza devam edin,1478,1,[8.9868926e-04 9.9838185e-01 7.1951177e-04]
